Country,Country_Code,Year,Population,Renewable Source,Terawatt Hours,Total Terawatt Hours
Algeria,DZA,1965,12550885,Hydro,0.393,0.393
Algeria,DZA,1965,12550885,Solar,0,0.393
Algeria,DZA,1965,12550885,Wind,0,0.393
Algeria,DZA,1965,12550885,Others,0,0.393
Algeria,DZA,1966,12902627,Hydro,0.362,0.362
Algeria,DZA,1966,12902627,Solar,0,0.362
Algeria,DZA,1966,12902627,Wind,0,0.362
Algeria,DZA,1966,12902627,Others,0,0.362
Algeria,DZA,1967,13275026,Hydro,0.407,0.407
Algeria,DZA,1967,13275026,Solar,0,0.407
Algeria,DZA,1967,13275026,Wind,0,0.407
Algeria,DZA,1967,13275026,Others,0,0.407
Algeria,DZA,1968,13663583,Hydro,0.557,0.557
Algeria,DZA,1968,13663583,Solar,0,0.557
Algeria,DZA,1968,13663583,Wind,0,0.557
Algeria,DZA,1968,13663583,Others,0,0.557
Algeria,DZA,1969,14061722,Hydro,0.362,0.362
Algeria,DZA,1969,14061722,Solar,0,0.362
Algeria,DZA,1969,14061722,Wind,0,0.362
Algeria,DZA,1969,14061722,Others,0,0.362
Algeria,DZA,1970,14464985,Hydro,0.583,0.583
Algeria,DZA,1970,14464985,Solar,0,0.583
Algeria,DZA,1970,14464985,Wind,0,0.583
Algeria,DZA,1970,14464985,Others,0,0.583
Algeria,DZA,1971,14872250,Hydro,0.327,0.327
Algeria,DZA,1971,14872250,Solar,0,0.327
Algeria,DZA,1971,14872250,Wind,0,0.327
Algeria,DZA,1971,14872250,Others,0,0.327
Algeria,DZA,1972,15285990,Hydro,0.499,0.499
Algeria,DZA,1972,15285990,Solar,0,0.499
Algeria,DZA,1972,15285990,Wind,0,0.499
Algeria,DZA,1972,15285990,Others,0,0.499
Algeria,DZA,1973,15709825,Hydro,0.756,0.756
Algeria,DZA,1973,15709825,Solar,0,0.756
Algeria,DZA,1973,15709825,Wind,0,0.756
Algeria,DZA,1973,15709825,Others,0,0.756
Algeria,DZA,1974,16149025,Hydro,0.499,0.499
Algeria,DZA,1974,16149025,Solar,0,0.499
Algeria,DZA,1974,16149025,Wind,0,0.499
Algeria,DZA,1974,16149025,Others,0,0.499
Algeria,DZA,1975,16607707,Hydro,0.327,0.327
Algeria,DZA,1975,16607707,Solar,0,0.327
Algeria,DZA,1975,16607707,Wind,0,0.327
Algeria,DZA,1975,16607707,Others,0,0.327
Algeria,DZA,1976,17085801,Hydro,0.384,0.384
Algeria,DZA,1976,17085801,Solar,0,0.384
Algeria,DZA,1976,17085801,Wind,0,0.384
Algeria,DZA,1976,17085801,Others,0,0.384
Algeria,DZA,1977,17582904,Hydro,0.27,0.27
Algeria,DZA,1977,17582904,Solar,0,0.27
Algeria,DZA,1977,17582904,Wind,0,0.27
Algeria,DZA,1977,17582904,Others,0,0.27
Algeria,DZA,1978,18102266,Hydro,0.256,0.256
Algeria,DZA,1978,18102266,Solar,0,0.256
Algeria,DZA,1978,18102266,Wind,0,0.256
Algeria,DZA,1978,18102266,Others,0,0.256
Algeria,DZA,1979,18647815,Hydro,0.292,0.292
Algeria,DZA,1979,18647815,Solar,0,0.292
Algeria,DZA,1979,18647815,Wind,0,0.292
Algeria,DZA,1979,18647815,Others,0,0.292
Algeria,DZA,1980,19221665,Hydro,0.256,0.256
Algeria,DZA,1980,19221665,Solar,0,0.256
Algeria,DZA,1980,19221665,Wind,0,0.256
Algeria,DZA,1980,19221665,Others,0,0.256
Algeria,DZA,1981,19824301,Hydro,0.362,0.362
Algeria,DZA,1981,19824301,Solar,0,0.362
Algeria,DZA,1981,19824301,Wind,0,0.362
Algeria,DZA,1981,19824301,Others,0,0.362
Algeria,DZA,1982,20452902,Hydro,0.477,0.477
Algeria,DZA,1982,20452902,Solar,0,0.477
Algeria,DZA,1982,20452902,Wind,0,0.477
Algeria,DZA,1982,20452902,Others,0,0.477
Algeria,DZA,1983,21101875,Hydro,0.234,0.234
Algeria,DZA,1983,21101875,Solar,0,0.234
Algeria,DZA,1983,21101875,Wind,0,0.234
Algeria,DZA,1983,21101875,Others,0,0.234
Algeria,DZA,1984,21763575,Hydro,0.455,0.455
Algeria,DZA,1984,21763575,Solar,0,0.455
Algeria,DZA,1984,21763575,Wind,0,0.455
Algeria,DZA,1984,21763575,Others,0,0.455
Algeria,DZA,1985,22431502,Hydro,0.646,0.646
Algeria,DZA,1985,22431502,Solar,0,0.646
Algeria,DZA,1985,22431502,Wind,0,0.646
Algeria,DZA,1985,22431502,Others,0,0.646
Algeria,DZA,1986,23102389,Hydro,0.25,0.25
Algeria,DZA,1986,23102389,Solar,0,0.25
Algeria,DZA,1986,23102389,Wind,0,0.25
Algeria,DZA,1986,23102389,Others,0,0.25
Algeria,DZA,1987,23774284,Hydro,0.499,0.499
Algeria,DZA,1987,23774284,Solar,0,0.499
Algeria,DZA,1987,23774284,Wind,0,0.499
Algeria,DZA,1987,23774284,Others,0,0.499
Algeria,DZA,1988,24443467,Hydro,0.183,0.183
Algeria,DZA,1988,24443467,Solar,0,0.183
Algeria,DZA,1988,24443467,Wind,0,0.183
Algeria,DZA,1988,24443467,Others,0,0.183
Algeria,DZA,1989,25106190,Hydro,0.226,0.226
Algeria,DZA,1989,25106190,Solar,0,0.226
Algeria,DZA,1989,25106190,Wind,0,0.226
Algeria,DZA,1989,25106190,Others,0,0.226
Algeria,DZA,1990,25758869,Hydro,0.135,0.135
Algeria,DZA,1990,25758869,Solar,0,0.135
Algeria,DZA,1990,25758869,Wind,0,0.135
Algeria,DZA,1990,25758869,Others,0,0.135
Algeria,DZA,1991,26400479,Hydro,0.293,0.293
Algeria,DZA,1991,26400479,Solar,0,0.293
Algeria,DZA,1991,26400479,Wind,0,0.293
Algeria,DZA,1991,26400479,Others,0,0.293
Algeria,DZA,1992,27028326,Hydro,0.199,0.199
Algeria,DZA,1992,27028326,Solar,0,0.199
Algeria,DZA,1992,27028326,Wind,0,0.199
Algeria,DZA,1992,27028326,Others,0,0.199
Algeria,DZA,1993,27635515,Hydro,0.353,0.353
Algeria,DZA,1993,27635515,Solar,0,0.353
Algeria,DZA,1993,27635515,Wind,0,0.353
Algeria,DZA,1993,27635515,Others,0,0.353
Algeria,DZA,1994,28213774,Hydro,0.166,0.166
Algeria,DZA,1994,28213774,Solar,0,0.166
Algeria,DZA,1994,28213774,Wind,0,0.166
Algeria,DZA,1994,28213774,Others,0,0.166
Algeria,DZA,1995,28757785,Hydro,0.193,0.193
Algeria,DZA,1995,28757785,Solar,0,0.193
Algeria,DZA,1995,28757785,Wind,0,0.193
Algeria,DZA,1995,28757785,Others,0,0.193
Algeria,DZA,1996,29266405,Hydro,0.135,0.135
Algeria,DZA,1996,29266405,Solar,0,0.135
Algeria,DZA,1996,29266405,Wind,0,0.135
Algeria,DZA,1996,29266405,Others,0,0.135
Algeria,DZA,1997,29742979,Hydro,0.075,0.075
Algeria,DZA,1997,29742979,Solar,0,0.075
Algeria,DZA,1997,29742979,Wind,0,0.075
Algeria,DZA,1997,29742979,Others,0,0.075
Algeria,DZA,1998,30192754,Hydro,0.215,0.215
Algeria,DZA,1998,30192754,Solar,0,0.215
Algeria,DZA,1998,30192754,Wind,0,0.215
Algeria,DZA,1998,30192754,Others,0,0.215
Algeria,DZA,1999,30623406,Hydro,0.203,0.203
Algeria,DZA,1999,30623406,Solar,0,0.203
Algeria,DZA,1999,30623406,Wind,0,0.203
Algeria,DZA,1999,30623406,Others,0,0.203
Algeria,DZA,2000,31042235,Hydro,0.054,0.054
Algeria,DZA,2000,31042235,Solar,0,0.054
Algeria,DZA,2000,31042235,Wind,0,0.054
Algeria,DZA,2000,31042235,Others,0,0.054
Algeria,DZA,2001,31451514,Hydro,0.069,0.069
Algeria,DZA,2001,31451514,Solar,0,0.069
Algeria,DZA,2001,31451514,Wind,0,0.069
Algeria,DZA,2001,31451514,Others,0,0.069
Algeria,DZA,2002,31855109,Hydro,0.057,0.057
Algeria,DZA,2002,31855109,Solar,0,0.057
Algeria,DZA,2002,31855109,Wind,0,0.057
Algeria,DZA,2002,31855109,Others,0,0.057
Algeria,DZA,2003,32264157,Hydro,0.265,0.265
Algeria,DZA,2003,32264157,Solar,0,0.265
Algeria,DZA,2003,32264157,Wind,0,0.265
Algeria,DZA,2003,32264157,Others,0,0.265
Algeria,DZA,2004,32692163,Hydro,0.251,0.251
Algeria,DZA,2004,32692163,Solar,0,0.251
Algeria,DZA,2004,32692163,Wind,0,0.251
Algeria,DZA,2004,32692163,Others,0,0.251
Algeria,DZA,2005,33149724,Hydro,0.555,0.555
Algeria,DZA,2005,33149724,Solar,0,0.555
Algeria,DZA,2005,33149724,Wind,0,0.555
Algeria,DZA,2005,33149724,Others,0,0.555
Algeria,DZA,2006,33641002,Hydro,0.218,0.218
Algeria,DZA,2006,33641002,Solar,0,0.218
Algeria,DZA,2006,33641002,Wind,0,0.218
Algeria,DZA,2006,33641002,Others,0,0.218
Algeria,DZA,2007,34166972,Hydro,0.226,0.226
Algeria,DZA,2007,34166972,Solar,0,0.226
Algeria,DZA,2007,34166972,Wind,0,0.226
Algeria,DZA,2007,34166972,Others,0,0.226
Algeria,DZA,2008,34730608,Hydro,0.283,0.283
Algeria,DZA,2008,34730608,Solar,0,0.283
Algeria,DZA,2008,34730608,Wind,0,0.283
Algeria,DZA,2008,34730608,Others,0,0.283
Algeria,DZA,2009,35333881,Hydro,0.342,0.342
Algeria,DZA,2009,35333881,Solar,0,0.342
Algeria,DZA,2009,35333881,Wind,0,0.342
Algeria,DZA,2009,35333881,Others,0,0.342
Algeria,DZA,2010,35977455,Hydro,0.173,0.182
Algeria,DZA,2010,35977455,Solar,0.009,0.182
Algeria,DZA,2010,35977455,Wind,0,0.182
Algeria,DZA,2010,35977455,Others,0,0.182
Algeria,DZA,2011,36661444,Hydro,0.378,0.396
Algeria,DZA,2011,36661444,Solar,0.018,0.396
Algeria,DZA,2011,36661444,Wind,0,0.396
Algeria,DZA,2011,36661444,Others,0,0.396
Algeria,DZA,2012,37383887,Hydro,0.389,0.416
Algeria,DZA,2012,37383887,Solar,0.027,0.416
Algeria,DZA,2012,37383887,Wind,0,0.416
Algeria,DZA,2012,37383887,Others,0,0.416
Algeria,DZA,2013,38140132,Hydro,0.099,0.128
Algeria,DZA,2013,38140132,Solar,0.029,0.128
Algeria,DZA,2013,38140132,Wind,0,0.128
Algeria,DZA,2013,38140132,Others,0,0.128
Algeria,DZA,2014,38923687,Hydro,0.193,0.254
Algeria,DZA,2014,38923687,Solar,0.06,0.254
Algeria,DZA,2014,38923687,Wind,0.001,0.254
Algeria,DZA,2014,38923687,Others,0,0.254
Algeria,DZA,2015,39728025,Hydro,0.145,0.222
Algeria,DZA,2015,39728025,Solar,0.058,0.222
Algeria,DZA,2015,39728025,Wind,0.019,0.222
Algeria,DZA,2015,39728025,Others,0,0.222
Algeria,DZA,2016,40551404,Hydro,0.072,0.336
Algeria,DZA,2016,40551404,Solar,0.245,0.336
Algeria,DZA,2016,40551404,Wind,0.019,0.336
Algeria,DZA,2016,40551404,Others,0,0.336
Algeria,DZA,2017,41389198,Hydro,0.056,0.579
Algeria,DZA,2017,41389198,Solar,0.504,0.579
Algeria,DZA,2017,41389198,Wind,0.019,0.579
Algeria,DZA,2017,41389198,Others,0,0.579
Algeria,DZA,2018,42228429,Hydro,0.117,0.73
Algeria,DZA,2018,42228429,Solar,0.603,0.73
Algeria,DZA,2018,42228429,Wind,0.01,0.73
Algeria,DZA,2018,42228429,Others,0,0.73
Argentina,ARG,1965,22159650,Hydro,1.211,1.211
Argentina,ARG,1965,22159650,Solar,0,1.211
Argentina,ARG,1965,22159650,Wind,0,1.211
Argentina,ARG,1965,22159650,Others,0,1.211
Argentina,ARG,1966,22494035,Hydro,1.229,1.229
Argentina,ARG,1966,22494035,Solar,0,1.229
Argentina,ARG,1966,22494035,Wind,0,1.229
Argentina,ARG,1966,22494035,Others,0,1.229
Argentina,ARG,1967,22828869,Hydro,1.255,1.255
Argentina,ARG,1967,22828869,Solar,0,1.255
Argentina,ARG,1967,22828869,Wind,0,1.255
Argentina,ARG,1967,22828869,Others,0,1.255
Argentina,ARG,1968,23168267,Hydro,1.48,1.48
Argentina,ARG,1968,23168267,Solar,0,1.48
Argentina,ARG,1968,23168267,Wind,0,1.48
Argentina,ARG,1968,23168267,Others,0,1.48
Argentina,ARG,1969,23517611,Hydro,1.326,1.326
Argentina,ARG,1969,23517611,Solar,0,1.326
Argentina,ARG,1969,23517611,Wind,0,1.326
Argentina,ARG,1969,23517611,Others,0,1.326
Argentina,ARG,1970,23880561,Hydro,1.516,1.563
Argentina,ARG,1970,23880561,Solar,0,1.563
Argentina,ARG,1970,23880561,Wind,0,1.563
Argentina,ARG,1970,23880561,Others,0.048,1.563
Argentina,ARG,1971,24259561,Hydro,1.525,1.575
Argentina,ARG,1971,24259561,Solar,0,1.575
Argentina,ARG,1971,24259561,Wind,0,1.575
Argentina,ARG,1971,24259561,Others,0.05,1.575
Argentina,ARG,1972,24653175,Hydro,1.485,1.549
Argentina,ARG,1972,24653175,Solar,0,1.549
Argentina,ARG,1972,24653175,Wind,0,1.549
Argentina,ARG,1972,24653175,Others,0.064,1.549
Argentina,ARG,1973,25056478,Hydro,2.961,3.01
Argentina,ARG,1973,25056478,Solar,0,3.01
Argentina,ARG,1973,25056478,Wind,0,3.01
Argentina,ARG,1973,25056478,Others,0.049,3.01
Argentina,ARG,1974,25462302,Hydro,4.972,5.022
Argentina,ARG,1974,25462302,Solar,0,5.022
Argentina,ARG,1974,25462302,Wind,0,5.022
Argentina,ARG,1974,25462302,Others,0.05,5.022
Argentina,ARG,1975,25865776,Hydro,5.135,5.19
Argentina,ARG,1975,25865776,Solar,0,5.19
Argentina,ARG,1975,25865776,Wind,0,5.19
Argentina,ARG,1975,25865776,Others,0.055,5.19
Argentina,ARG,1976,26264681,Hydro,4.941,4.991
Argentina,ARG,1976,26264681,Solar,0,4.991
Argentina,ARG,1976,26264681,Wind,0,4.991
Argentina,ARG,1976,26264681,Others,0.05,4.991
Argentina,ARG,1977,26661398,Hydro,5.705,5.759
Argentina,ARG,1977,26661398,Solar,0,5.759
Argentina,ARG,1977,26661398,Wind,0,5.759
Argentina,ARG,1977,26661398,Others,0.054,5.759
Argentina,ARG,1978,27061047,Hydro,7.663,7.717
Argentina,ARG,1978,27061047,Solar,0,7.717
Argentina,ARG,1978,27061047,Wind,0,7.717
Argentina,ARG,1978,27061047,Others,0.054,7.717
Argentina,ARG,1979,27471036,Hydro,10.536,10.62
Argentina,ARG,1979,27471036,Solar,0,10.62
Argentina,ARG,1979,27471036,Wind,0,10.62
Argentina,ARG,1979,27471036,Others,0.084,10.62
Argentina,ARG,1980,27896528,Hydro,14.973,15.059
Argentina,ARG,1980,27896528,Solar,0,15.059
Argentina,ARG,1980,27896528,Wind,0,15.059
Argentina,ARG,1980,27896528,Others,0.086,15.059
Argentina,ARG,1981,28338515,Hydro,14.5,14.575
Argentina,ARG,1981,28338515,Solar,0,14.575
Argentina,ARG,1981,28338515,Wind,0,14.575
Argentina,ARG,1981,28338515,Others,0.075,14.575
Argentina,ARG,1982,28794548,Hydro,17.496,17.592
Argentina,ARG,1982,28794548,Solar,0,17.592
Argentina,ARG,1982,28794548,Wind,0,17.592
Argentina,ARG,1982,28794548,Others,0.096,17.592
Argentina,ARG,1983,29262047,Hydro,18.208,18.345
Argentina,ARG,1983,29262047,Solar,0,18.345
Argentina,ARG,1983,29262047,Wind,0,18.345
Argentina,ARG,1983,29262047,Others,0.137,18.345
Argentina,ARG,1984,29737093,Hydro,19.649,19.746
Argentina,ARG,1984,29737093,Solar,0,19.746
Argentina,ARG,1984,29737093,Wind,0,19.746
Argentina,ARG,1984,29737093,Others,0.097,19.746
Argentina,ARG,1985,30216279,Hydro,20.656,20.76
Argentina,ARG,1985,30216279,Solar,0,20.76
Argentina,ARG,1985,30216279,Wind,0,20.76
Argentina,ARG,1985,30216279,Others,0.103,20.76
Argentina,ARG,1986,30698964,Hydro,21.009,21.116
Argentina,ARG,1986,30698964,Solar,0,21.116
Argentina,ARG,1986,30698964,Wind,0,21.116
Argentina,ARG,1986,30698964,Others,0.107,21.116
Argentina,ARG,1987,31184415,Hydro,21.813,21.921
Argentina,ARG,1987,31184415,Solar,0,21.921
Argentina,ARG,1987,31184415,Wind,0,21.921
Argentina,ARG,1987,31184415,Others,0.108,21.921
Argentina,ARG,1988,31668949,Hydro,15.55,15.671
Argentina,ARG,1988,31668949,Solar,0,15.671
Argentina,ARG,1988,31668949,Wind,0,15.671
Argentina,ARG,1988,31668949,Others,0.121,15.671
Argentina,ARG,1989,32148134,Hydro,12.977,13.096
Argentina,ARG,1989,32148134,Solar,0,13.096
Argentina,ARG,1989,32148134,Wind,0,13.096
Argentina,ARG,1989,32148134,Others,0.119,13.096
Argentina,ARG,1990,32618651,Hydro,17.903,18.01
Argentina,ARG,1990,32618651,Solar,0,18.01
Argentina,ARG,1990,32618651,Wind,0,18.01
Argentina,ARG,1990,32618651,Others,0.107,18.01
Argentina,ARG,1991,33079000,Hydro,16.199,16.299
Argentina,ARG,1991,33079000,Solar,0,16.299
Argentina,ARG,1991,33079000,Wind,0,16.299
Argentina,ARG,1991,33079000,Others,0.1,16.299
Argentina,ARG,1992,33529326,Hydro,19.779,19.881
Argentina,ARG,1992,33529326,Solar,0,19.881
Argentina,ARG,1992,33529326,Wind,0,19.881
Argentina,ARG,1992,33529326,Others,0.102,19.881
Argentina,ARG,1993,33970111,Hydro,23.555,23.663
Argentina,ARG,1993,33970111,Solar,0,23.663
Argentina,ARG,1993,33970111,Wind,0,23.663
Argentina,ARG,1993,33970111,Others,0.107,23.663
Argentina,ARG,1994,34402672,Hydro,27.973,28.092
Argentina,ARG,1994,34402672,Solar,0,28.092
Argentina,ARG,1994,34402672,Wind,0,28.092
Argentina,ARG,1994,34402672,Others,0.119,28.092
Argentina,ARG,1995,34828170,Hydro,28.458,28.574
Argentina,ARG,1995,34828170,Solar,0,28.574
Argentina,ARG,1995,34828170,Wind,0,28.574
Argentina,ARG,1995,34828170,Others,0.116,28.574
Argentina,ARG,1996,35246374,Hydro,25.945,26.306
Argentina,ARG,1996,35246374,Solar,0,26.306
Argentina,ARG,1996,35246374,Wind,0.01,26.306
Argentina,ARG,1996,35246374,Others,0.351,26.306
Argentina,ARG,1997,35657429,Hydro,33.03,33.49
Argentina,ARG,1997,35657429,Solar,0,33.49
Argentina,ARG,1997,35657429,Wind,0.015,33.49
Argentina,ARG,1997,35657429,Others,0.446,33.49
Argentina,ARG,1998,36063459,Hydro,32.422,32.918
Argentina,ARG,1998,36063459,Solar,0,32.918
Argentina,ARG,1998,36063459,Wind,0.033,32.918
Argentina,ARG,1998,36063459,Others,0.464,32.918
Argentina,ARG,1999,36467218,Hydro,26.53,27.215
Argentina,ARG,1999,36467218,Solar,0,27.215
Argentina,ARG,1999,36467218,Wind,0.035,27.215
Argentina,ARG,1999,36467218,Others,0.65,27.215
Argentina,ARG,2000,36870787,Hydro,34.034,34.744
Argentina,ARG,2000,36870787,Solar,0,34.744
Argentina,ARG,2000,36870787,Wind,0.035,34.744
Argentina,ARG,2000,36870787,Others,0.675,34.744
Argentina,ARG,2001,37275652,Hydro,41.903,42.562
Argentina,ARG,2001,37275652,Solar,0,42.562
Argentina,ARG,2001,37275652,Wind,0.049,42.562
Argentina,ARG,2001,37275652,Others,0.609,42.562
Argentina,ARG,2002,37681749,Hydro,41.467,42.391
Argentina,ARG,2002,37681749,Solar,0,42.391
Argentina,ARG,2002,37681749,Wind,0.073,42.391
Argentina,ARG,2002,37681749,Others,0.85,42.391
Argentina,ARG,2003,38087868,Hydro,39.08,40.172
Argentina,ARG,2003,38087868,Solar,0,40.172
Argentina,ARG,2003,38087868,Wind,0.078,40.172
Argentina,ARG,2003,38087868,Others,1.014,40.172
Argentina,ARG,2004,38491972,Hydro,35.403,36.376
Argentina,ARG,2004,38491972,Solar,0,36.376
Argentina,ARG,2004,38491972,Wind,0.072,36.376
Argentina,ARG,2004,38491972,Others,0.9,36.376
Argentina,ARG,2005,38892931,Hydro,39.35,40.496
Argentina,ARG,2005,38892931,Solar,0,40.496
Argentina,ARG,2005,38892931,Wind,0.072,40.496
Argentina,ARG,2005,38892931,Others,1.074,40.496
Argentina,ARG,2006,39289878,Hydro,43.624,45.261
Argentina,ARG,2006,39289878,Solar,0,45.261
Argentina,ARG,2006,39289878,Wind,0.07,45.261
Argentina,ARG,2006,39289878,Others,1.567,45.261
Argentina,ARG,2007,39684295,Hydro,37.741,39.378
Argentina,ARG,2007,39684295,Solar,0,39.378
Argentina,ARG,2007,39684295,Wind,0.062,39.378
Argentina,ARG,2007,39684295,Others,1.576,39.378
Argentina,ARG,2008,40080160,Hydro,37.199,38.935
Argentina,ARG,2008,40080160,Solar,0,38.935
Argentina,ARG,2008,40080160,Wind,0.042,38.935
Argentina,ARG,2008,40080160,Others,1.694,38.935
Argentina,ARG,2009,40482788,Hydro,40.783,42.549
Argentina,ARG,2009,40482788,Solar,0,42.549
Argentina,ARG,2009,40482788,Wind,0.037,42.549
Argentina,ARG,2009,40482788,Others,1.729,42.549
Argentina,ARG,2010,40788453,Hydro,40.543,42.582
Argentina,ARG,2010,40788453,Solar,0,42.582
Argentina,ARG,2010,40788453,Wind,0.025,42.582
Argentina,ARG,2010,40788453,Others,2.013,42.582
Argentina,ARG,2011,41261490,Hydro,39.641,41.859
Argentina,ARG,2011,41261490,Solar,0.002,41.859
Argentina,ARG,2011,41261490,Wind,0.027,41.859
Argentina,ARG,2011,41261490,Others,2.19,41.859
Argentina,ARG,2012,41733271,Hydro,36.876,39.708
Argentina,ARG,2012,41733271,Solar,0.008,39.708
Argentina,ARG,2012,41733271,Wind,0.37,39.708
Argentina,ARG,2012,41733271,Others,2.454,39.708
Argentina,ARG,2013,42202935,Hydro,40.7,43.626
Argentina,ARG,2013,42202935,Solar,0.015,43.626
Argentina,ARG,2013,42202935,Wind,0.453,43.626
Argentina,ARG,2013,42202935,Others,2.457,43.626
Argentina,ARG,2014,42669500,Hydro,40.864,43.801
Argentina,ARG,2014,42669500,Solar,0.016,43.801
Argentina,ARG,2014,42669500,Wind,0.619,43.801
Argentina,ARG,2014,42669500,Others,2.302,43.801
Argentina,ARG,2015,43131966,Hydro,41.771,44.757
Argentina,ARG,2015,43131966,Solar,0.015,44.757
Argentina,ARG,2015,43131966,Wind,0.593,44.757
Argentina,ARG,2015,43131966,Others,2.378,44.757
Argentina,ARG,2016,43590368,Hydro,38.254,40.779
Argentina,ARG,2016,43590368,Solar,0.014,40.779
Argentina,ARG,2016,43590368,Wind,0.547,40.779
Argentina,ARG,2016,43590368,Others,1.963,40.779
Argentina,ARG,2017,44044811,Hydro,41.543,44.555
Argentina,ARG,2017,44044811,Solar,0.016,44.555
Argentina,ARG,2017,44044811,Wind,0.612,44.555
Argentina,ARG,2017,44044811,Others,2.384,44.555
Argentina,ARG,2018,44494502,Hydro,41.649,45.467
Argentina,ARG,2018,44494502,Solar,0.108,45.467
Argentina,ARG,2018,44494502,Wind,1.413,45.467
Argentina,ARG,2018,44494502,Others,2.297,45.467
Australia,AUS,1965,11388000,Hydro,7.69,7.986
Australia,AUS,1965,11388000,Solar,0,7.986
Australia,AUS,1965,11388000,Wind,0,7.986
Australia,AUS,1965,11388000,Others,0.296,7.986
Australia,AUS,1966,11651000,Hydro,7.345,7.629
Australia,AUS,1966,11651000,Solar,0,7.629
Australia,AUS,1966,11651000,Wind,0,7.629
Australia,AUS,1966,11651000,Others,0.284,7.629
Australia,AUS,1967,11799000,Hydro,7.606,7.896
Australia,AUS,1967,11799000,Solar,0,7.896
Australia,AUS,1967,11799000,Wind,0,7.896
Australia,AUS,1967,11799000,Others,0.29,7.896
Australia,AUS,1968,12009000,Hydro,7.951,8.233
Australia,AUS,1968,12009000,Solar,0,8.233
Australia,AUS,1968,12009000,Wind,0,8.233
Australia,AUS,1968,12009000,Others,0.282,8.233
Australia,AUS,1969,12263000,Hydro,8.684,8.965
Australia,AUS,1969,12263000,Solar,0,8.965
Australia,AUS,1969,12263000,Wind,0,8.965
Australia,AUS,1969,12263000,Others,0.281,8.965
Australia,AUS,1970,12507000,Hydro,10.171,10.432
Australia,AUS,1970,12507000,Solar,0,10.432
Australia,AUS,1970,12507000,Wind,0,10.432
Australia,AUS,1970,12507000,Others,0.261,10.432
Australia,AUS,1971,12937000,Hydro,11.507,11.77
Australia,AUS,1971,12937000,Solar,0,11.77
Australia,AUS,1971,12937000,Wind,0,11.77
Australia,AUS,1971,12937000,Others,0.263,11.77
Australia,AUS,1972,13177000,Hydro,11.553,11.833
Australia,AUS,1972,13177000,Solar,0,11.833
Australia,AUS,1972,13177000,Wind,0,11.833
Australia,AUS,1972,13177000,Others,0.28,11.833
Australia,AUS,1973,13380000,Hydro,12.286,12.624
Australia,AUS,1973,13380000,Solar,0,12.624
Australia,AUS,1973,13380000,Wind,0,12.624
Australia,AUS,1973,13380000,Others,0.338,12.624
Australia,AUS,1974,13723000,Hydro,13.874,14.303
Australia,AUS,1974,13723000,Solar,0,14.303
Australia,AUS,1974,13723000,Wind,0,14.303
Australia,AUS,1974,13723000,Others,0.429,14.303
Australia,AUS,1975,13893000,Hydro,14.888,15.377
Australia,AUS,1975,13893000,Solar,0,15.377
Australia,AUS,1975,13893000,Wind,0,15.377
Australia,AUS,1975,13893000,Others,0.489,15.377
Australia,AUS,1976,14033000,Hydro,14.154,14.638
Australia,AUS,1976,14033000,Solar,0,14.638
Australia,AUS,1976,14033000,Wind,0,14.638
Australia,AUS,1976,14033000,Others,0.484,14.638
Australia,AUS,1977,14192000,Hydro,13.544,13.973
Australia,AUS,1977,14192000,Solar,0,13.973
Australia,AUS,1977,14192000,Wind,0,13.973
Australia,AUS,1977,14192000,Others,0.429,13.973
Australia,AUS,1978,14358000,Hydro,14.675,15.08
Australia,AUS,1978,14358000,Solar,0,15.08
Australia,AUS,1978,14358000,Wind,0,15.08
Australia,AUS,1978,14358000,Others,0.405,15.08
Australia,AUS,1979,14514000,Hydro,14.246,14.664
Australia,AUS,1979,14514000,Solar,0,14.664
Australia,AUS,1979,14514000,Wind,0,14.664
Australia,AUS,1979,14514000,Others,0.418,14.664
Australia,AUS,1980,14692000,Hydro,13.467,13.852
Australia,AUS,1980,14692000,Solar,0,13.852
Australia,AUS,1980,14692000,Wind,0,13.852
Australia,AUS,1980,14692000,Others,0.385,13.852
Australia,AUS,1981,14927000,Hydro,13.866,14.27
Australia,AUS,1981,14927000,Solar,0,14.27
Australia,AUS,1981,14927000,Wind,0,14.27
Australia,AUS,1981,14927000,Others,0.404,14.27
Australia,AUS,1982,15178000,Hydro,12.77,13.286
Australia,AUS,1982,15178000,Solar,0,13.286
Australia,AUS,1982,15178000,Wind,0,13.286
Australia,AUS,1982,15178000,Others,0.516,13.286
Australia,AUS,1983,15369000,Hydro,12.124,12.555
Australia,AUS,1983,15369000,Solar,0,12.555
Australia,AUS,1983,15369000,Wind,0,12.555
Australia,AUS,1983,15369000,Others,0.431,12.555
Australia,AUS,1984,15544000,Hydro,13.126,13.567
Australia,AUS,1984,15544000,Solar,0,13.567
Australia,AUS,1984,15544000,Wind,0,13.567
Australia,AUS,1984,15544000,Others,0.441,13.567
Australia,AUS,1985,15758000,Hydro,13.941,14.397
Australia,AUS,1985,15758000,Solar,0,14.397
Australia,AUS,1985,15758000,Wind,0,14.397
Australia,AUS,1985,15758000,Others,0.456,14.397
Australia,AUS,1986,16018400,Hydro,14.026,14.486
Australia,AUS,1986,16018400,Solar,0,14.486
Australia,AUS,1986,16018400,Wind,0,14.486
Australia,AUS,1986,16018400,Others,0.46,14.486
Australia,AUS,1987,16263900,Hydro,13.614,14.084
