Country,Country_Code,Year,Population,Renewable Source,Terawatt Hours
Algeria,DZA,1965,12550885,Hydro,0.393
Algeria,DZA,1965,12550885,Solar,0
Algeria,DZA,1965,12550885,Wind,0
Algeria,DZA,1965,12550885,Other,0
Algeria,DZA,1965,12550885,Total,0.393
Algeria,DZA,1966,12902627,Hydro,0.362
Algeria,DZA,1966,12902627,Solar,0
Algeria,DZA,1966,12902627,Wind,0
Algeria,DZA,1966,12902627,Other,0
Algeria,DZA,1966,12902627,Total,0.362
Algeria,DZA,1967,13275026,Hydro,0.407
Algeria,DZA,1967,13275026,Solar,0
Algeria,DZA,1967,13275026,Wind,0
Algeria,DZA,1967,13275026,Other,0
Algeria,DZA,1967,13275026,Total,0.407
Algeria,DZA,1968,13663583,Hydro,0.557
Algeria,DZA,1968,13663583,Solar,0
Algeria,DZA,1968,13663583,Wind,0
Algeria,DZA,1968,13663583,Other,0
Algeria,DZA,1968,13663583,Total,0.557
Algeria,DZA,1969,14061722,Hydro,0.362
Algeria,DZA,1969,14061722,Solar,0
Algeria,DZA,1969,14061722,Wind,0
Algeria,DZA,1969,14061722,Other,0
Algeria,DZA,1969,14061722,Total,0.362
Algeria,DZA,1970,14464985,Hydro,0.583
Algeria,DZA,1970,14464985,Solar,0
Algeria,DZA,1970,14464985,Wind,0
Algeria,DZA,1970,14464985,Other,0
Algeria,DZA,1970,14464985,Total,0.583
Algeria,DZA,1971,14872250,Hydro,0.327
Algeria,DZA,1971,14872250,Solar,0
Algeria,DZA,1971,14872250,Wind,0
Algeria,DZA,1971,14872250,Other,0
Algeria,DZA,1971,14872250,Total,0.327
Algeria,DZA,1972,15285990,Hydro,0.499
Algeria,DZA,1972,15285990,Solar,0
Algeria,DZA,1972,15285990,Wind,0
Algeria,DZA,1972,15285990,Other,0
Algeria,DZA,1972,15285990,Total,0.499
Algeria,DZA,1973,15709825,Hydro,0.756
Algeria,DZA,1973,15709825,Solar,0
Algeria,DZA,1973,15709825,Wind,0
Algeria,DZA,1973,15709825,Other,0
Algeria,DZA,1973,15709825,Total,0.756
Algeria,DZA,1974,16149025,Hydro,0.499
Algeria,DZA,1974,16149025,Solar,0
Algeria,DZA,1974,16149025,Wind,0
Algeria,DZA,1974,16149025,Other,0
Algeria,DZA,1974,16149025,Total,0.499
Algeria,DZA,1975,16607707,Hydro,0.327
Algeria,DZA,1975,16607707,Solar,0
Algeria,DZA,1975,16607707,Wind,0
Algeria,DZA,1975,16607707,Other,0
Algeria,DZA,1975,16607707,Total,0.327
Algeria,DZA,1976,17085801,Hydro,0.384
Algeria,DZA,1976,17085801,Solar,0
Algeria,DZA,1976,17085801,Wind,0
Algeria,DZA,1976,17085801,Other,0
Algeria,DZA,1976,17085801,Total,0.384
Algeria,DZA,1977,17582904,Hydro,0.27
Algeria,DZA,1977,17582904,Solar,0
Algeria,DZA,1977,17582904,Wind,0
Algeria,DZA,1977,17582904,Other,0
Algeria,DZA,1977,17582904,Total,0.27
Algeria,DZA,1978,18102266,Hydro,0.256
Algeria,DZA,1978,18102266,Solar,0
Algeria,DZA,1978,18102266,Wind,0
Algeria,DZA,1978,18102266,Other,0
Algeria,DZA,1978,18102266,Total,0.256
Algeria,DZA,1979,18647815,Hydro,0.292
Algeria,DZA,1979,18647815,Solar,0
Algeria,DZA,1979,18647815,Wind,0
Algeria,DZA,1979,18647815,Other,0
Algeria,DZA,1979,18647815,Total,0.292
Algeria,DZA,1980,19221665,Hydro,0.256
Algeria,DZA,1980,19221665,Solar,0
Algeria,DZA,1980,19221665,Wind,0
Algeria,DZA,1980,19221665,Other,0
Algeria,DZA,1980,19221665,Total,0.256
Algeria,DZA,1981,19824301,Hydro,0.362
Algeria,DZA,1981,19824301,Solar,0
Algeria,DZA,1981,19824301,Wind,0
Algeria,DZA,1981,19824301,Other,0
Algeria,DZA,1981,19824301,Total,0.362
Algeria,DZA,1982,20452902,Hydro,0.477
Algeria,DZA,1982,20452902,Solar,0
Algeria,DZA,1982,20452902,Wind,0
Algeria,DZA,1982,20452902,Other,0
Algeria,DZA,1982,20452902,Total,0.477
Algeria,DZA,1983,21101875,Hydro,0.234
Algeria,DZA,1983,21101875,Solar,0
Algeria,DZA,1983,21101875,Wind,0
Algeria,DZA,1983,21101875,Other,0
Algeria,DZA,1983,21101875,Total,0.234
Algeria,DZA,1984,21763575,Hydro,0.455
Algeria,DZA,1984,21763575,Solar,0
Algeria,DZA,1984,21763575,Wind,0
Algeria,DZA,1984,21763575,Other,0
Algeria,DZA,1984,21763575,Total,0.455
Algeria,DZA,1985,22431502,Hydro,0.646
Algeria,DZA,1985,22431502,Solar,0
Algeria,DZA,1985,22431502,Wind,0
Algeria,DZA,1985,22431502,Other,0
Algeria,DZA,1985,22431502,Total,0.646
Algeria,DZA,1986,23102389,Hydro,0.25
Algeria,DZA,1986,23102389,Solar,0
Algeria,DZA,1986,23102389,Wind,0
Algeria,DZA,1986,23102389,Other,0
Algeria,DZA,1986,23102389,Total,0.25
Algeria,DZA,1987,23774284,Hydro,0.499
Algeria,DZA,1987,23774284,Solar,0
Algeria,DZA,1987,23774284,Wind,0
Algeria,DZA,1987,23774284,Other,0
Algeria,DZA,1987,23774284,Total,0.499
Algeria,DZA,1988,24443467,Hydro,0.183
Algeria,DZA,1988,24443467,Solar,0
Algeria,DZA,1988,24443467,Wind,0
Algeria,DZA,1988,24443467,Other,0
Algeria,DZA,1988,24443467,Total,0.183
Algeria,DZA,1989,25106190,Hydro,0.226
Algeria,DZA,1989,25106190,Solar,0
Algeria,DZA,1989,25106190,Wind,0
Algeria,DZA,1989,25106190,Other,0
Algeria,DZA,1989,25106190,Total,0.226
Algeria,DZA,1990,25758869,Hydro,0.135
Algeria,DZA,1990,25758869,Solar,0
Algeria,DZA,1990,25758869,Wind,0
Algeria,DZA,1990,25758869,Other,0
Algeria,DZA,1990,25758869,Total,0.135
Algeria,DZA,1991,26400479,Hydro,0.293
Algeria,DZA,1991,26400479,Solar,0
Algeria,DZA,1991,26400479,Wind,0
Algeria,DZA,1991,26400479,Other,0
Algeria,DZA,1991,26400479,Total,0.293
Algeria,DZA,1992,27028326,Hydro,0.199
Algeria,DZA,1992,27028326,Solar,0
Algeria,DZA,1992,27028326,Wind,0
Algeria,DZA,1992,27028326,Other,0
Algeria,DZA,1992,27028326,Total,0.199
Algeria,DZA,1993,27635515,Hydro,0.353
Algeria,DZA,1993,27635515,Solar,0
Algeria,DZA,1993,27635515,Wind,0
Algeria,DZA,1993,27635515,Other,0
Algeria,DZA,1993,27635515,Total,0.353
Algeria,DZA,1994,28213774,Hydro,0.166
Algeria,DZA,1994,28213774,Solar,0
Algeria,DZA,1994,28213774,Wind,0
Algeria,DZA,1994,28213774,Other,0
Algeria,DZA,1994,28213774,Total,0.166
Algeria,DZA,1995,28757785,Hydro,0.193
Algeria,DZA,1995,28757785,Solar,0
Algeria,DZA,1995,28757785,Wind,0
Algeria,DZA,1995,28757785,Other,0
Algeria,DZA,1995,28757785,Total,0.193
Algeria,DZA,1996,29266405,Hydro,0.135
Algeria,DZA,1996,29266405,Solar,0
Algeria,DZA,1996,29266405,Wind,0
Algeria,DZA,1996,29266405,Other,0
Algeria,DZA,1996,29266405,Total,0.135
Algeria,DZA,1997,29742979,Hydro,0.075
Algeria,DZA,1997,29742979,Solar,0
Algeria,DZA,1997,29742979,Wind,0
Algeria,DZA,1997,29742979,Other,0
Algeria,DZA,1997,29742979,Total,0.075
Algeria,DZA,1998,30192754,Hydro,0.215
Algeria,DZA,1998,30192754,Solar,0
Algeria,DZA,1998,30192754,Wind,0
Algeria,DZA,1998,30192754,Other,0
Algeria,DZA,1998,30192754,Total,0.215
Algeria,DZA,1999,30623406,Hydro,0.203
Algeria,DZA,1999,30623406,Solar,0
Algeria,DZA,1999,30623406,Wind,0
Algeria,DZA,1999,30623406,Other,0
Algeria,DZA,1999,30623406,Total,0.203
Algeria,DZA,2000,31042235,Hydro,0.054
Algeria,DZA,2000,31042235,Solar,0
Algeria,DZA,2000,31042235,Wind,0
Algeria,DZA,2000,31042235,Other,0
Algeria,DZA,2000,31042235,Total,0.054
Algeria,DZA,2001,31451514,Hydro,0.069
Algeria,DZA,2001,31451514,Solar,0
Algeria,DZA,2001,31451514,Wind,0
Algeria,DZA,2001,31451514,Other,0
Algeria,DZA,2001,31451514,Total,0.069
Algeria,DZA,2002,31855109,Hydro,0.057
Algeria,DZA,2002,31855109,Solar,0
Algeria,DZA,2002,31855109,Wind,0
Algeria,DZA,2002,31855109,Other,0
Algeria,DZA,2002,31855109,Total,0.057
Algeria,DZA,2003,32264157,Hydro,0.265
Algeria,DZA,2003,32264157,Solar,0
Algeria,DZA,2003,32264157,Wind,0
Algeria,DZA,2003,32264157,Other,0
Algeria,DZA,2003,32264157,Total,0.265
Algeria,DZA,2004,32692163,Hydro,0.251
Algeria,DZA,2004,32692163,Solar,0
Algeria,DZA,2004,32692163,Wind,0
Algeria,DZA,2004,32692163,Other,0
Algeria,DZA,2004,32692163,Total,0.251
Algeria,DZA,2005,33149724,Hydro,0.555
Algeria,DZA,2005,33149724,Solar,0
Algeria,DZA,2005,33149724,Wind,0
Algeria,DZA,2005,33149724,Other,0
Algeria,DZA,2005,33149724,Total,0.555
Algeria,DZA,2006,33641002,Hydro,0.218
Algeria,DZA,2006,33641002,Solar,0
Algeria,DZA,2006,33641002,Wind,0
Algeria,DZA,2006,33641002,Other,0
Algeria,DZA,2006,33641002,Total,0.218
Algeria,DZA,2007,34166972,Hydro,0.226
Algeria,DZA,2007,34166972,Solar,0
Algeria,DZA,2007,34166972,Wind,0
Algeria,DZA,2007,34166972,Other,0
Algeria,DZA,2007,34166972,Total,0.226
Algeria,DZA,2008,34730608,Hydro,0.283
Algeria,DZA,2008,34730608,Solar,0
Algeria,DZA,2008,34730608,Wind,0
Algeria,DZA,2008,34730608,Other,0
Algeria,DZA,2008,34730608,Total,0.283
Algeria,DZA,2009,35333881,Hydro,0.342
Algeria,DZA,2009,35333881,Solar,0
Algeria,DZA,2009,35333881,Wind,0
Algeria,DZA,2009,35333881,Other,0
Algeria,DZA,2009,35333881,Total,0.342
Algeria,DZA,2010,35977455,Hydro,0.173
Algeria,DZA,2010,35977455,Solar,0.009
Algeria,DZA,2010,35977455,Wind,0
Algeria,DZA,2010,35977455,Other,0
Algeria,DZA,2010,35977455,Total,0.182
Algeria,DZA,2011,36661444,Hydro,0.378
Algeria,DZA,2011,36661444,Solar,0.018
Algeria,DZA,2011,36661444,Wind,0
Algeria,DZA,2011,36661444,Other,0
Algeria,DZA,2011,36661444,Total,0.396
Algeria,DZA,2012,37383887,Hydro,0.389
Algeria,DZA,2012,37383887,Solar,0.027
Algeria,DZA,2012,37383887,Wind,0
Algeria,DZA,2012,37383887,Other,0
Algeria,DZA,2012,37383887,Total,0.416
Algeria,DZA,2013,38140132,Hydro,0.099
Algeria,DZA,2013,38140132,Solar,0.029
Algeria,DZA,2013,38140132,Wind,0
Algeria,DZA,2013,38140132,Other,0
Algeria,DZA,2013,38140132,Total,0.128
Algeria,DZA,2014,38923687,Hydro,0.193
Algeria,DZA,2014,38923687,Solar,0.06
Algeria,DZA,2014,38923687,Wind,0.001
Algeria,DZA,2014,38923687,Other,0
Algeria,DZA,2014,38923687,Total,0.254
Algeria,DZA,2015,39728025,Hydro,0.145
Algeria,DZA,2015,39728025,Solar,0.058
Algeria,DZA,2015,39728025,Wind,0.019
Algeria,DZA,2015,39728025,Other,0
Algeria,DZA,2015,39728025,Total,0.222
Algeria,DZA,2016,40551404,Hydro,0.072
Algeria,DZA,2016,40551404,Solar,0.245
Algeria,DZA,2016,40551404,Wind,0.019
Algeria,DZA,2016,40551404,Other,0
Algeria,DZA,2016,40551404,Total,0.336
Algeria,DZA,2017,41389198,Hydro,0.056
Algeria,DZA,2017,41389198,Solar,0.504
Algeria,DZA,2017,41389198,Wind,0.019
Algeria,DZA,2017,41389198,Other,0
Algeria,DZA,2017,41389198,Total,0.579
Algeria,DZA,2018,42228429,Hydro,0.117
Algeria,DZA,2018,42228429,Solar,0.603
Algeria,DZA,2018,42228429,Wind,0.01
Algeria,DZA,2018,42228429,Other,0
Algeria,DZA,2018,42228429,Total,0.73
Argentina,ARG,1965,22159650,Hydro,1.211
Argentina,ARG,1965,22159650,Solar,0
Argentina,ARG,1965,22159650,Wind,0
Argentina,ARG,1965,22159650,Other,0
Argentina,ARG,1965,22159650,Total,1.211
Argentina,ARG,1966,22494035,Hydro,1.229
Argentina,ARG,1966,22494035,Solar,0
Argentina,ARG,1966,22494035,Wind,0
Argentina,ARG,1966,22494035,Other,0
Argentina,ARG,1966,22494035,Total,1.229
Argentina,ARG,1967,22828869,Hydro,1.255
Argentina,ARG,1967,22828869,Solar,0
Argentina,ARG,1967,22828869,Wind,0
Argentina,ARG,1967,22828869,Other,0
Argentina,ARG,1967,22828869,Total,1.255
Argentina,ARG,1968,23168267,Hydro,1.48
Argentina,ARG,1968,23168267,Solar,0
Argentina,ARG,1968,23168267,Wind,0
Argentina,ARG,1968,23168267,Other,0
Argentina,ARG,1968,23168267,Total,1.48
Argentina,ARG,1969,23517611,Hydro,1.326
Argentina,ARG,1969,23517611,Solar,0
Argentina,ARG,1969,23517611,Wind,0
Argentina,ARG,1969,23517611,Other,0
Argentina,ARG,1969,23517611,Total,1.326
Argentina,ARG,1970,23880561,Hydro,1.516
Argentina,ARG,1970,23880561,Solar,0
Argentina,ARG,1970,23880561,Wind,0
Argentina,ARG,1970,23880561,Other,0.048
Argentina,ARG,1970,23880561,Total,1.563
Argentina,ARG,1971,24259561,Hydro,1.525
Argentina,ARG,1971,24259561,Solar,0
Argentina,ARG,1971,24259561,Wind,0
Argentina,ARG,1971,24259561,Other,0.05
Argentina,ARG,1971,24259561,Total,1.575
Argentina,ARG,1972,24653175,Hydro,1.485
Argentina,ARG,1972,24653175,Solar,0
Argentina,ARG,1972,24653175,Wind,0
Argentina,ARG,1972,24653175,Other,0.064
Argentina,ARG,1972,24653175,Total,1.549
Argentina,ARG,1973,25056478,Hydro,2.961
Argentina,ARG,1973,25056478,Solar,0
Argentina,ARG,1973,25056478,Wind,0
Argentina,ARG,1973,25056478,Other,0.049
Argentina,ARG,1973,25056478,Total,3.01
Argentina,ARG,1974,25462302,Hydro,4.972
Argentina,ARG,1974,25462302,Solar,0
Argentina,ARG,1974,25462302,Wind,0
Argentina,ARG,1974,25462302,Other,0.05
Argentina,ARG,1974,25462302,Total,5.022
Argentina,ARG,1975,25865776,Hydro,5.135
Argentina,ARG,1975,25865776,Solar,0
Argentina,ARG,1975,25865776,Wind,0
Argentina,ARG,1975,25865776,Other,0.055
Argentina,ARG,1975,25865776,Total,5.19
Argentina,ARG,1976,26264681,Hydro,4.941
Argentina,ARG,1976,26264681,Solar,0
Argentina,ARG,1976,26264681,Wind,0
Argentina,ARG,1976,26264681,Other,0.05
Argentina,ARG,1976,26264681,Total,4.991
Argentina,ARG,1977,26661398,Hydro,5.705
Argentina,ARG,1977,26661398,Solar,0
Argentina,ARG,1977,26661398,Wind,0
Argentina,ARG,1977,26661398,Other,0.054
Argentina,ARG,1977,26661398,Total,5.759
Argentina,ARG,1978,27061047,Hydro,7.663
Argentina,ARG,1978,27061047,Solar,0
Argentina,ARG,1978,27061047,Wind,0
Argentina,ARG,1978,27061047,Other,0.054
Argentina,ARG,1978,27061047,Total,7.717
Argentina,ARG,1979,27471036,Hydro,10.536
Argentina,ARG,1979,27471036,Solar,0
Argentina,ARG,1979,27471036,Wind,0
Argentina,ARG,1979,27471036,Other,0.084
Argentina,ARG,1979,27471036,Total,10.62
Argentina,ARG,1980,27896528,Hydro,14.973
Argentina,ARG,1980,27896528,Solar,0
Argentina,ARG,1980,27896528,Wind,0
Argentina,ARG,1980,27896528,Other,0.086
Argentina,ARG,1980,27896528,Total,15.059
Argentina,ARG,1981,28338515,Hydro,14.5
Argentina,ARG,1981,28338515,Solar,0
Argentina,ARG,1981,28338515,Wind,0
Argentina,ARG,1981,28338515,Other,0.075
Argentina,ARG,1981,28338515,Total,14.575
Argentina,ARG,1982,28794548,Hydro,17.496
Argentina,ARG,1982,28794548,Solar,0
Argentina,ARG,1982,28794548,Wind,0
Argentina,ARG,1982,28794548,Other,0.096
Argentina,ARG,1982,28794548,Total,17.592
Argentina,ARG,1983,29262047,Hydro,18.208
Argentina,ARG,1983,29262047,Solar,0
Argentina,ARG,1983,29262047,Wind,0
Argentina,ARG,1983,29262047,Other,0.137
Argentina,ARG,1983,29262047,Total,18.345
Argentina,ARG,1984,29737093,Hydro,19.649
Argentina,ARG,1984,29737093,Solar,0
Argentina,ARG,1984,29737093,Wind,0
Argentina,ARG,1984,29737093,Other,0.097
Argentina,ARG,1984,29737093,Total,19.746
Argentina,ARG,1985,30216279,Hydro,20.656
Argentina,ARG,1985,30216279,Solar,0
Argentina,ARG,1985,30216279,Wind,0
Argentina,ARG,1985,30216279,Other,0.103
Argentina,ARG,1985,30216279,Total,20.76
Argentina,ARG,1986,30698964,Hydro,21.009
Argentina,ARG,1986,30698964,Solar,0
Argentina,ARG,1986,30698964,Wind,0
Argentina,ARG,1986,30698964,Other,0.107
Argentina,ARG,1986,30698964,Total,21.116
Argentina,ARG,1987,31184415,Hydro,21.813
Argentina,ARG,1987,31184415,Solar,0
Argentina,ARG,1987,31184415,Wind,0
Argentina,ARG,1987,31184415,Other,0.108
Argentina,ARG,1987,31184415,Total,21.921
Argentina,ARG,1988,31668949,Hydro,15.55
Argentina,ARG,1988,31668949,Solar,0
Argentina,ARG,1988,31668949,Wind,0
Argentina,ARG,1988,31668949,Other,0.121
Argentina,ARG,1988,31668949,Total,15.671
Argentina,ARG,1989,32148134,Hydro,12.977
Argentina,ARG,1989,32148134,Solar,0
Argentina,ARG,1989,32148134,Wind,0
Argentina,ARG,1989,32148134,Other,0.119
Argentina,ARG,1989,32148134,Total,13.096
Argentina,ARG,1990,32618651,Hydro,17.903
Argentina,ARG,1990,32618651,Solar,0
Argentina,ARG,1990,32618651,Wind,0
Argentina,ARG,1990,32618651,Other,0.107
Argentina,ARG,1990,32618651,Total,18.01
Argentina,ARG,1991,33079000,Hydro,16.199
Argentina,ARG,1991,33079000,Solar,0
Argentina,ARG,1991,33079000,Wind,0
Argentina,ARG,1991,33079000,Other,0.1
Argentina,ARG,1991,33079000,Total,16.299
Argentina,ARG,1992,33529326,Hydro,19.779
Argentina,ARG,1992,33529326,Solar,0
Argentina,ARG,1992,33529326,Wind,0
Argentina,ARG,1992,33529326,Other,0.102
Argentina,ARG,1992,33529326,Total,19.881
Argentina,ARG,1993,33970111,Hydro,23.555
Argentina,ARG,1993,33970111,Solar,0
Argentina,ARG,1993,33970111,Wind,0
Argentina,ARG,1993,33970111,Other,0.107
Argentina,ARG,1993,33970111,Total,23.663
Argentina,ARG,1994,34402672,Hydro,27.973
Argentina,ARG,1994,34402672,Solar,0
Argentina,ARG,1994,34402672,Wind,0
Argentina,ARG,1994,34402672,Other,0.119
Argentina,ARG,1994,34402672,Total,28.092
Argentina,ARG,1995,34828170,Hydro,28.458
Argentina,ARG,1995,34828170,Solar,0
Argentina,ARG,1995,34828170,Wind,0
Argentina,ARG,1995,34828170,Other,0.116
Argentina,ARG,1995,34828170,Total,28.574
Argentina,ARG,1996,35246374,Hydro,25.945
Argentina,ARG,1996,35246374,Solar,0
Argentina,ARG,1996,35246374,Wind,0.01
Argentina,ARG,1996,35246374,Other,0.351
Argentina,ARG,1996,35246374,Total,26.306
Argentina,ARG,1997,35657429,Hydro,33.03
Argentina,ARG,1997,35657429,Solar,0
Argentina,ARG,1997,35657429,Wind,0.015
Argentina,ARG,1997,35657429,Other,0.446
Argentina,ARG,1997,35657429,Total,33.49
Argentina,ARG,1998,36063459,Hydro,32.422
Argentina,ARG,1998,36063459,Solar,0
Argentina,ARG,1998,36063459,Wind,0.033
Argentina,ARG,1998,36063459,Other,0.464
Argentina,ARG,1998,36063459,Total,32.918
Argentina,ARG,1999,36467218,Hydro,26.53
Argentina,ARG,1999,36467218,Solar,0
Argentina,ARG,1999,36467218,Wind,0.035
Argentina,ARG,1999,36467218,Other,0.65
Argentina,ARG,1999,36467218,Total,27.215
Argentina,ARG,2000,36870787,Hydro,34.034
Argentina,ARG,2000,36870787,Solar,0
Argentina,ARG,2000,36870787,Wind,0.035
Argentina,ARG,2000,36870787,Other,0.675
Argentina,ARG,2000,36870787,Total,34.744
Argentina,ARG,2001,37275652,Hydro,41.903
Argentina,ARG,2001,37275652,Solar,0
Argentina,ARG,2001,37275652,Wind,0.049
Argentina,ARG,2001,37275652,Other,0.609
Argentina,ARG,2001,37275652,Total,42.562
Argentina,ARG,2002,37681749,Hydro,41.467
Argentina,ARG,2002,37681749,Solar,0
Argentina,ARG,2002,37681749,Wind,0.073
Argentina,ARG,2002,37681749,Other,0.85
Argentina,ARG,2002,37681749,Total,42.391
Argentina,ARG,2003,38087868,Hydro,39.08
Argentina,ARG,2003,38087868,Solar,0
Argentina,ARG,2003,38087868,Wind,0.078
Argentina,ARG,2003,38087868,Other,1.014
Argentina,ARG,2003,38087868,Total,40.172
Argentina,ARG,2004,38491972,Hydro,35.403
Argentina,ARG,2004,38491972,Solar,0
Argentina,ARG,2004,38491972,Wind,0.072
Argentina,ARG,2004,38491972,Other,0.9
Argentina,ARG,2004,38491972,Total,36.376
Argentina,ARG,2005,38892931,Hydro,39.35
Argentina,ARG,2005,38892931,Solar,0
Argentina,ARG,2005,38892931,Wind,0.072
Argentina,ARG,2005,38892931,Other,1.074
Argentina,ARG,2005,38892931,Total,40.496
Argentina,ARG,2006,39289878,Hydro,43.624
Argentina,ARG,2006,39289878,Solar,0
Argentina,ARG,2006,39289878,Wind,0.07
Argentina,ARG,2006,39289878,Other,1.567
Argentina,ARG,2006,39289878,Total,45.261
Argentina,ARG,2007,39684295,Hydro,37.741
Argentina,ARG,2007,39684295,Solar,0
Argentina,ARG,2007,39684295,Wind,0.062
Argentina,ARG,2007,39684295,Other,1.576
Argentina,ARG,2007,39684295,Total,39.378
Argentina,ARG,2008,40080160,Hydro,37.199
Argentina,ARG,2008,40080160,Solar,0
Argentina,ARG,2008,40080160,Wind,0.042
Argentina,ARG,2008,40080160,Other,1.694
Argentina,ARG,2008,40080160,Total,38.935
Argentina,ARG,2009,40482788,Hydro,40.783
Argentina,ARG,2009,40482788,Solar,0
Argentina,ARG,2009,40482788,Wind,0.037
Argentina,ARG,2009,40482788,Other,1.729
Argentina,ARG,2009,40482788,Total,42.549
Argentina,ARG,2010,40788453,Hydro,40.543
Argentina,ARG,2010,40788453,Solar,0
Argentina,ARG,2010,40788453,Wind,0.025
Argentina,ARG,2010,40788453,Other,2.013
Argentina,ARG,2010,40788453,Total,42.582
Argentina,ARG,2011,41261490,Hydro,39.641
Argentina,ARG,2011,41261490,Solar,0.002
Argentina,ARG,2011,41261490,Wind,0.027
Argentina,ARG,2011,41261490,Other,2.19
Argentina,ARG,2011,41261490,Total,41.859
Argentina,ARG,2012,41733271,Hydro,36.876
Argentina,ARG,2012,41733271,Solar,0.008
Argentina,ARG,2012,41733271,Wind,0.37
Argentina,ARG,2012,41733271,Other,2.454
Argentina,ARG,2012,41733271,Total,39.708
Argentina,ARG,2013,42202935,Hydro,40.7
Argentina,ARG,2013,42202935,Solar,0.015
Argentina,ARG,2013,42202935,Wind,0.453
Argentina,ARG,2013,42202935,Other,2.457
Argentina,ARG,2013,42202935,Total,43.626
Argentina,ARG,2014,42669500,Hydro,40.864
Argentina,ARG,2014,42669500,Solar,0.016
Argentina,ARG,2014,42669500,Wind,0.619
Argentina,ARG,2014,42669500,Other,2.302
Argentina,ARG,2014,42669500,Total,43.801
Argentina,ARG,2015,43131966,Hydro,41.771
Argentina,ARG,2015,43131966,Solar,0.015
Argentina,ARG,2015,43131966,Wind,0.593
Argentina,ARG,2015,43131966,Other,2.378
Argentina,ARG,2015,43131966,Total,44.757
Argentina,ARG,2016,43590368,Hydro,38.254
Argentina,ARG,2016,43590368,Solar,0.014
Argentina,ARG,2016,43590368,Wind,0.547
Argentina,ARG,2016,43590368,Other,1.963
Argentina,ARG,2016,43590368,Total,40.779
Argentina,ARG,2017,44044811,Hydro,41.543
Argentina,ARG,2017,44044811,Solar,0.016
Argentina,ARG,2017,44044811,Wind,0.612
Argentina,ARG,2017,44044811,Other,2.384
Argentina,ARG,2017,44044811,Total,44.555
Argentina,ARG,2018,44494502,Hydro,41.649
Argentina,ARG,2018,44494502,Solar,0.108
Argentina,ARG,2018,44494502,Wind,1.413
Argentina,ARG,2018,44494502,Other,2.297
Argentina,ARG,2018,44494502,Total,45.467
Australia,AUS,1965,11388000,Hydro,7.69
Australia,AUS,1965,11388000,Solar,0
Australia,AUS,1965,11388000,Wind,0
Australia,AUS,1965,11388000,Other,0.296
Australia,AUS,1965,11388000,Total,7.986
Australia,AUS,1966,11651000,Hydro,7.345
Australia,AUS,1966,11651000,Solar,0
Australia,AUS,1966,11651000,Wind,0
Australia,AUS,1966,11651000,Other,0.284
Australia,AUS,1966,11651000,Total,7.629
Australia,AUS,1967,11799000,Hydro,7.606
Australia,AUS,1967,11799000,Solar,0
Australia,AUS,1967,11799000,Wind,0
Australia,AUS,1967,11799000,Other,0.29
Australia,AUS,1967,11799000,Total,7.896
Australia,AUS,1968,12009000,Hydro,7.951
Australia,AUS,1968,12009000,Solar,0
Australia,AUS,1968,12009000,Wind,0
Australia,AUS,1968,12009000,Other,0.282
Australia,AUS,1968,12009000,Total,8.233
Australia,AUS,1969,12263000,Hydro,8.684
Australia,AUS,1969,12263000,Solar,0
Australia,AUS,1969,12263000,Wind,0
Australia,AUS,1969,12263000,Other,0.281
Australia,AUS,1969,12263000,Total,8.965
Australia,AUS,1970,12507000,Hydro,10.171
Australia,AUS,1970,12507000,Solar,0
Australia,AUS,1970,12507000,Wind,0
Australia,AUS,1970,12507000,Other,0.261
Australia,AUS,1970,12507000,Total,10.432
Australia,AUS,1971,12937000,Hydro,11.507
Australia,AUS,1971,12937000,Solar,0
Australia,AUS,1971,12937000,Wind,0
Australia,AUS,1971,12937000,Other,0.263
Australia,AUS,1971,12937000,Total,11.77
Australia,AUS,1972,13177000,Hydro,11.553
Australia,AUS,1972,13177000,Solar,0
Australia,AUS,1972,13177000,Wind,0
Australia,AUS,1972,13177000,Other,0.28
Australia,AUS,1972,13177000,Total,11.833
Australia,AUS,1973,13380000,Hydro,12.286
Australia,AUS,1973,13380000,Solar,0
Australia,AUS,1973,13380000,Wind,0
Australia,AUS,1973,13380000,Other,0.338
Australia,AUS,1973,13380000,Total,12.624
Australia,AUS,1974,13723000,Hydro,13.874
Australia,AUS,1974,13723000,Solar,0
Australia,AUS,1974,13723000,Wind,0
Australia,AUS,1974,13723000,Other,0.429
Australia,AUS,1974,13723000,Total,14.303
Australia,AUS,1975,13893000,Hydro,14.888
Australia,AUS,1975,13893000,Solar,0
Australia,AUS,1975,13893000,Wind,0
Australia,AUS,1975,13893000,Other,0.489
Australia,AUS,1975,13893000,Total,15.377
Australia,AUS,1976,14033000,Hydro,14.154
Australia,AUS,1976,14033000,Solar,0
Australia,AUS,1976,14033000,Wind,0
Australia,AUS,1976,14033000,Other,0.484
Australia,AUS,1976,14033000,Total,14.638
Australia,AUS,1977,14192000,Hydro,13.544
Australia,AUS,1977,14192000,Solar,0
Australia,AUS,1977,14192000,Wind,0
Australia,AUS,1977,14192000,Other,0.429
Australia,AUS,1977,14192000,Total,13.973
Australia,AUS,1978,14358000,Hydro,14.675
Australia,AUS,1978,14358000,Solar,0
Australia,AUS,1978,14358000,Wind,0
Australia,AUS,1978,14358000,Other,0.405
Australia,AUS,1978,14358000,Total,15.08
Australia,AUS,1979,14514000,Hydro,14.246
