Entity,Code,Year,Renewable.Source,Terawatt.Hours
Brazil,BRA,1970,Wind,0
Brazil,BRA,1970,Others,0.515
Brazil,BRA,1971,Hydro,43.199
Brazil,BRA,1971,Solar,0
Brazil,BRA,1971,Wind,0
Brazil,BRA,1971,Others,0.633
Brazil,BRA,1972,Hydro,50.681
Brazil,BRA,1972,Solar,0
Brazil,BRA,1972,Wind,0
Brazil,BRA,1972,Others,0.717
Brazil,BRA,1973,Hydro,57.89
Brazil,BRA,1973,Solar,0
Brazil,BRA,1973,Wind,0
Brazil,BRA,1973,Others,0.751
Brazil,BRA,1974,Hydro,65.679
Brazil,BRA,1974,Solar,0
Brazil,BRA,1974,Wind,0
Brazil,BRA,1974,Others,0.785
Brazil,BRA,1975,Hydro,72.287
Brazil,BRA,1975,Solar,0
Brazil,BRA,1975,Wind,0
Brazil,BRA,1975,Others,0.867
Brazil,BRA,1976,Hydro,82.913
Brazil,BRA,1976,Solar,0
Brazil,BRA,1976,Wind,0
Brazil,BRA,1976,Others,0.864
Brazil,BRA,1977,Hydro,93.48
Brazil,BRA,1977,Solar,0
Brazil,BRA,1977,Wind,0
Brazil,BRA,1977,Others,1.117
Brazil,BRA,1978,Hydro,102.746
Brazil,BRA,1978,Solar,0
Brazil,BRA,1978,Wind,0
Brazil,BRA,1978,Others,1.332
Brazil,BRA,1979,Hydro,116.58
Brazil,BRA,1979,Solar,0
Brazil,BRA,1979,Wind,0
Brazil,BRA,1979,Others,1.776
Brazil,BRA,1980,Hydro,128.907
Brazil,BRA,1980,Solar,0
Brazil,BRA,1980,Wind,0
Brazil,BRA,1980,Others,1.806
Brazil,BRA,1981,Hydro,130.765
Brazil,BRA,1981,Solar,0
Brazil,BRA,1981,Wind,0
Brazil,BRA,1981,Others,1.874
Brazil,BRA,1982,Hydro,141.132
Brazil,BRA,1982,Solar,0
Brazil,BRA,1982,Wind,0
Brazil,BRA,1982,Others,2.178
Brazil,BRA,1983,Hydro,151.475
Brazil,BRA,1983,Solar,0
Brazil,BRA,1983,Wind,0
Brazil,BRA,1983,Others,2.984
Brazil,BRA,1984,Hydro,166.593
Brazil,BRA,1984,Solar,0
Brazil,BRA,1984,Wind,0
Brazil,BRA,1984,Others,2.852
Brazil,BRA,1985,Hydro,178.375
Brazil,BRA,1985,Solar,0
Brazil,BRA,1985,Wind,0
Brazil,BRA,1985,Others,3.067
Brazil,BRA,1986,Hydro,182.419
Brazil,BRA,1986,Solar,0
Brazil,BRA,1986,Wind,0
Brazil,BRA,1986,Others,3.194
Brazil,BRA,1987,Hydro,185.6
Brazil,BRA,1987,Solar,0
Brazil,BRA,1987,Wind,0
Brazil,BRA,1987,Others,3.566
Brazil,BRA,1988,Hydro,199.093
Brazil,BRA,1988,Solar,0
Brazil,BRA,1988,Wind,0
Brazil,BRA,1988,Others,3.34
Brazil,BRA,1989,Hydro,204.69
Brazil,BRA,1989,Solar,0
Brazil,BRA,1989,Wind,0
Brazil,BRA,1989,Others,3.403
Brazil,BRA,1990,Hydro,206.708
Brazil,BRA,1990,Solar,0
Brazil,BRA,1990,Wind,0
Brazil,BRA,1990,Others,3.859
Brazil,BRA,1991,Hydro,217.782
Brazil,BRA,1991,Solar,0
Brazil,BRA,1991,Wind,0
Brazil,BRA,1991,Others,4
Brazil,BRA,1992,Hydro,223.343
Brazil,BRA,1992,Solar,0
Brazil,BRA,1992,Wind,0
Brazil,BRA,1992,Others,4.929
Brazil,BRA,1993,Hydro,235.065
Brazil,BRA,1993,Solar,0
Brazil,BRA,1993,Wind,0
Brazil,BRA,1993,Others,4.984
Brazil,BRA,1994,Hydro,242.705
Brazil,BRA,1994,Solar,0
Brazil,BRA,1994,Wind,0
Brazil,BRA,1994,Others,5.388
Brazil,BRA,1995,Hydro,253.905
Brazil,BRA,1995,Solar,0
Brazil,BRA,1995,Wind,0
Brazil,BRA,1995,Others,5.594
Brazil,BRA,1996,Hydro,265.769
Brazil,BRA,1996,Solar,0
Brazil,BRA,1996,Wind,0.002
Brazil,BRA,1996,Others,6.753
Brazil,BRA,1997,Hydro,278.972
Brazil,BRA,1997,Solar,0
Brazil,BRA,1997,Wind,0.004
Brazil,BRA,1997,Others,7.379
Brazil,BRA,1998,Hydro,291.469
Brazil,BRA,1998,Solar,0
Brazil,BRA,1998,Wind,0.005
Brazil,BRA,1998,Others,7.505
Brazil,BRA,1999,Hydro,293
Brazil,BRA,1999,Solar,0
Brazil,BRA,1999,Wind,0.002
Brazil,BRA,1999,Others,8.376
Brazil,BRA,2000,Hydro,304.403
Brazil,BRA,2000,Solar,0
Brazil,BRA,2000,Wind,0.001
Brazil,BRA,2000,Others,7.855
Brazil,BRA,2001,Hydro,267.876
Brazil,BRA,2001,Solar,0
Brazil,BRA,2001,Wind,0.035
Brazil,BRA,2001,Others,8.99
Brazil,BRA,2002,Hydro,286.092
Brazil,BRA,2002,Solar,0
Brazil,BRA,2002,Wind,0.061
Brazil,BRA,2002,Others,10.226
Brazil,BRA,2003,Hydro,305.616
Brazil,BRA,2003,Solar,0
Brazil,BRA,2003,Wind,0.061
Brazil,BRA,2003,Others,11.894
Brazil,BRA,2004,Hydro,320.797
Brazil,BRA,2004,Solar,0
Brazil,BRA,2004,Wind,0.061
Brazil,BRA,2004,Others,12.475
Brazil,BRA,2005,Hydro,337.457
Brazil,BRA,2005,Solar,0
Brazil,BRA,2005,Wind,0.093
Brazil,BRA,2005,Others,13.591
Brazil,BRA,2006,Hydro,348.805
Brazil,BRA,2006,Solar,0
Brazil,BRA,2006,Wind,0.237
Brazil,BRA,2006,Others,14.769
Brazil,BRA,2007,Hydro,374.015
Brazil,BRA,2007,Solar,0
Brazil,BRA,2007,Wind,0.663
Brazil,BRA,2007,Others,18.008
Brazil,BRA,2008,Hydro,369.556
Brazil,BRA,2008,Solar,0
Brazil,BRA,2008,Wind,1.183
Brazil,BRA,2008,Others,19.524
Brazil,BRA,2009,Hydro,390.988
Brazil,BRA,2009,Solar,0
Brazil,BRA,2009,Wind,1.238
Brazil,BRA,2009,Others,22.639
Brazil,BRA,2010,Hydro,403.29
Brazil,BRA,2010,Solar,0
Brazil,BRA,2010,Wind,2.177
Brazil,BRA,2010,Others,31.545
Brazil,BRA,2011,Hydro,428.333
Brazil,BRA,2011,Solar,0
Brazil,BRA,2011,Wind,2.705
Brazil,BRA,2011,Others,32.235
Brazil,BRA,2012,Hydro,415.342
Brazil,BRA,2012,Solar,0.001
Brazil,BRA,2012,Wind,5.05
Brazil,BRA,2012,Others,35.296
Brazil,BRA,2013,Hydro,390.992
Brazil,BRA,2013,Solar,0.005
Brazil,BRA,2013,Wind,6.576
Brazil,BRA,2013,Others,40.471
Brazil,BRA,2014,Hydro,373.439
Brazil,BRA,2014,Solar,0.016
Brazil,BRA,2014,Wind,12.21
Brazil,BRA,2014,Others,46.384
Brazil,BRA,2015,Hydro,359.743
Brazil,BRA,2015,Solar,0.059
Brazil,BRA,2015,Wind,21.626
Brazil,BRA,2015,Others,49.237
Brazil,BRA,2016,Hydro,380.911
Brazil,BRA,2016,Solar,0.085
Brazil,BRA,2016,Wind,33.489
Brazil,BRA,2016,Others,51.04
Brazil,BRA,2017,Hydro,370.906
Brazil,BRA,2017,Solar,0.832
Brazil,BRA,2017,Wind,42.373
Brazil,BRA,2017,Others,51.273
Brazil,BRA,2018,Hydro,387.687
Brazil,BRA,2018,Solar,3.137
Brazil,BRA,2018,Wind,48.48
Brazil,BRA,2018,Others,52.89
Bulgaria,BGR,1965,Hydro,2.002
Bulgaria,BGR,1965,Solar,0
Bulgaria,BGR,1965,Wind,0
Bulgaria,BGR,1965,Others,0
Bulgaria,BGR,1966,Hydro,2.011
Bulgaria,BGR,1966,Solar,0
Bulgaria,BGR,1966,Wind,0
Bulgaria,BGR,1966,Others,0
Bulgaria,BGR,1967,Hydro,2.024
Bulgaria,BGR,1967,Solar,0
Bulgaria,BGR,1967,Wind,0
Bulgaria,BGR,1967,Others,0
Bulgaria,BGR,1968,Hydro,1.304
Bulgaria,BGR,1968,Solar,0
Bulgaria,BGR,1968,Wind,0
Bulgaria,BGR,1968,Others,0
Bulgaria,BGR,1969,Hydro,1.838
Bulgaria,BGR,1969,Solar,0
Bulgaria,BGR,1969,Wind,0
Bulgaria,BGR,1969,Others,0
Bulgaria,BGR,1970,Hydro,2.152
Bulgaria,BGR,1970,Solar,0
Bulgaria,BGR,1970,Wind,0
Bulgaria,BGR,1970,Others,0
Bulgaria,BGR,1971,Hydro,2.174
Bulgaria,BGR,1971,Solar,0
Bulgaria,BGR,1971,Wind,0
Bulgaria,BGR,1971,Others,0
Bulgaria,BGR,1972,Hydro,2.095
Bulgaria,BGR,1972,Solar,0
Bulgaria,BGR,1972,Wind,0
Bulgaria,BGR,1972,Others,0
Bulgaria,BGR,1973,Hydro,2.572
Bulgaria,BGR,1973,Solar,0
Bulgaria,BGR,1973,Wind,0
Bulgaria,BGR,1973,Others,0
Bulgaria,BGR,1974,Hydro,2.082
Bulgaria,BGR,1974,Solar,0
Bulgaria,BGR,1974,Wind,0
Bulgaria,BGR,1974,Others,0
Bulgaria,BGR,1975,Hydro,2.453
Bulgaria,BGR,1975,Solar,0
Bulgaria,BGR,1975,Wind,0
Bulgaria,BGR,1975,Others,0
Bulgaria,BGR,1976,Hydro,2.952
Bulgaria,BGR,1976,Solar,0
Bulgaria,BGR,1976,Wind,0
Bulgaria,BGR,1976,Others,0
Bulgaria,BGR,1977,Hydro,3.522
Bulgaria,BGR,1977,Solar,0
Bulgaria,BGR,1977,Wind,0
Bulgaria,BGR,1977,Others,0
Bulgaria,BGR,1978,Hydro,2.908
Bulgaria,BGR,1978,Solar,0
Bulgaria,BGR,1978,Wind,0
Bulgaria,BGR,1978,Others,0
Bulgaria,BGR,1979,Hydro,3.315
Bulgaria,BGR,1979,Solar,0
Bulgaria,BGR,1979,Wind,0
Bulgaria,BGR,1979,Others,0
Bulgaria,BGR,1980,Hydro,3.708
Bulgaria,BGR,1980,Solar,0
Bulgaria,BGR,1980,Wind,0
Bulgaria,BGR,1980,Others,0
Bulgaria,BGR,1981,Hydro,3.615
Bulgaria,BGR,1981,Solar,0
Bulgaria,BGR,1981,Wind,0
Bulgaria,BGR,1981,Others,0
Bulgaria,BGR,1982,Hydro,3.045
Bulgaria,BGR,1982,Solar,0
Bulgaria,BGR,1982,Wind,0
Bulgaria,BGR,1982,Others,0
Bulgaria,BGR,1983,Hydro,3.35
Bulgaria,BGR,1983,Solar,0
Bulgaria,BGR,1983,Wind,0
Bulgaria,BGR,1983,Others,0
Bulgaria,BGR,1984,Hydro,3.257
Bulgaria,BGR,1984,Solar,0
Bulgaria,BGR,1984,Wind,0
Bulgaria,BGR,1984,Others,0
Bulgaria,BGR,1985,Hydro,2.232
Bulgaria,BGR,1985,Solar,0
Bulgaria,BGR,1985,Wind,0
Bulgaria,BGR,1985,Others,0
Bulgaria,BGR,1986,Hydro,2.325
Bulgaria,BGR,1986,Solar,0
Bulgaria,BGR,1986,Wind,0
Bulgaria,BGR,1986,Others,0
Bulgaria,BGR,1987,Hydro,2.537
Bulgaria,BGR,1987,Solar,0
Bulgaria,BGR,1987,Wind,0
Bulgaria,BGR,1987,Others,0
Bulgaria,BGR,1988,Hydro,2.594
Bulgaria,BGR,1988,Solar,0
Bulgaria,BGR,1988,Wind,0
Bulgaria,BGR,1988,Others,0
Bulgaria,BGR,1989,Hydro,2.687
Bulgaria,BGR,1989,Solar,0
Bulgaria,BGR,1989,Wind,0
Bulgaria,BGR,1989,Others,0
Bulgaria,BGR,1990,Hydro,1.878
Bulgaria,BGR,1990,Solar,0
Bulgaria,BGR,1990,Wind,0
Bulgaria,BGR,1990,Others,0
Bulgaria,BGR,1991,Hydro,2.441
Bulgaria,BGR,1991,Solar,0
Bulgaria,BGR,1991,Wind,0
Bulgaria,BGR,1991,Others,0
Bulgaria,BGR,1992,Hydro,2.063
Bulgaria,BGR,1992,Solar,0
Bulgaria,BGR,1992,Wind,0
Bulgaria,BGR,1992,Others,0
Bulgaria,BGR,1993,Hydro,1.942
Bulgaria,BGR,1993,Solar,0
Bulgaria,BGR,1993,Wind,0
Bulgaria,BGR,1993,Others,0
Bulgaria,BGR,1994,Hydro,1.468
Bulgaria,BGR,1994,Solar,0
Bulgaria,BGR,1994,Wind,0
Bulgaria,BGR,1994,Others,0
Bulgaria,BGR,1995,Hydro,2.314
Bulgaria,BGR,1995,Solar,0
Bulgaria,BGR,1995,Wind,0
Bulgaria,BGR,1995,Others,0
Bulgaria,BGR,1996,Hydro,2.919
Bulgaria,BGR,1996,Solar,0
Bulgaria,BGR,1996,Wind,0
Bulgaria,BGR,1996,Others,0
Bulgaria,BGR,1997,Hydro,2.754
Bulgaria,BGR,1997,Solar,0
Bulgaria,BGR,1997,Wind,0
Bulgaria,BGR,1997,Others,0
Bulgaria,BGR,1998,Hydro,3.097
Bulgaria,BGR,1998,Solar,0
Bulgaria,BGR,1998,Wind,0
Bulgaria,BGR,1998,Others,0
Bulgaria,BGR,1999,Hydro,2.753
Bulgaria,BGR,1999,Solar,0
Bulgaria,BGR,1999,Wind,0
Bulgaria,BGR,1999,Others,0
Bulgaria,BGR,2000,Hydro,2.673
Bulgaria,BGR,2000,Solar,0
Bulgaria,BGR,2000,Wind,0
Bulgaria,BGR,2000,Others,0
Bulgaria,BGR,2001,Hydro,1.737
Bulgaria,BGR,2001,Solar,0
Bulgaria,BGR,2001,Wind,0
Bulgaria,BGR,2001,Others,0
Bulgaria,BGR,2002,Hydro,2.194
Bulgaria,BGR,2002,Solar,0
Bulgaria,BGR,2002,Wind,0
Bulgaria,BGR,2002,Others,0
Bulgaria,BGR,2003,Hydro,3.029
Bulgaria,BGR,2003,Solar,0
Bulgaria,BGR,2003,Wind,0
Bulgaria,BGR,2003,Others,0
Bulgaria,BGR,2004,Hydro,3.168
Bulgaria,BGR,2004,Solar,0
Bulgaria,BGR,2004,Wind,0.001
Bulgaria,BGR,2004,Others,0
Bulgaria,BGR,2005,Hydro,4.337
Bulgaria,BGR,2005,Solar,0
Bulgaria,BGR,2005,Wind,0.005
Bulgaria,BGR,2005,Others,0
Bulgaria,BGR,2006,Hydro,4.238
Bulgaria,BGR,2006,Solar,0
Bulgaria,BGR,2006,Wind,0.02
Bulgaria,BGR,2006,Others,0
Bulgaria,BGR,2007,Hydro,2.874
Bulgaria,BGR,2007,Solar,0
Bulgaria,BGR,2007,Wind,0.047
Bulgaria,BGR,2007,Others,0
Bulgaria,BGR,2008,Hydro,2.824
Bulgaria,BGR,2008,Solar,0
Bulgaria,BGR,2008,Wind,0.122
Bulgaria,BGR,2008,Others,0.016
Bulgaria,BGR,2009,Hydro,3.47
Bulgaria,BGR,2009,Solar,0.003
Bulgaria,BGR,2009,Wind,0.237
Bulgaria,BGR,2009,Others,0.008
Bulgaria,BGR,2010,Hydro,5.057
Bulgaria,BGR,2010,Solar,0.015
Bulgaria,BGR,2010,Wind,0.681
Bulgaria,BGR,2010,Others,0.035
Bulgaria,BGR,2011,Hydro,2.917
Bulgaria,BGR,2011,Solar,0.101
Bulgaria,BGR,2011,Wind,0.861
Bulgaria,BGR,2011,Others,0.056
Bulgaria,BGR,2012,Hydro,3.226
Bulgaria,BGR,2012,Solar,0.814
Bulgaria,BGR,2012,Wind,1.221
Bulgaria,BGR,2012,Others,0.066
Bulgaria,BGR,2013,Hydro,4.08
Bulgaria,BGR,2013,Solar,1.361
Bulgaria,BGR,2013,Wind,1.374
Bulgaria,BGR,2013,Others,0.112
Bulgaria,BGR,2014,Hydro,4.605
Bulgaria,BGR,2014,Solar,1.252
Bulgaria,BGR,2014,Wind,1.331
Bulgaria,BGR,2014,Others,0.201
Bulgaria,BGR,2015,Hydro,5.661
Bulgaria,BGR,2015,Solar,1.383
Bulgaria,BGR,2015,Wind,1.452
Bulgaria,BGR,2015,Others,0.27
Bulgaria,BGR,2016,Hydro,3.942
Bulgaria,BGR,2016,Solar,1.386
Bulgaria,BGR,2016,Wind,1.425
Bulgaria,BGR,2016,Others,0.354
Bulgaria,BGR,2017,Hydro,2.828
Bulgaria,BGR,2017,Solar,1.403
Bulgaria,BGR,2017,Wind,1.504
Bulgaria,BGR,2017,Others,0.396
Bulgaria,BGR,2018,Hydro,5.126
Bulgaria,BGR,2018,Solar,1.104
Bulgaria,BGR,2018,Wind,1.378
Bulgaria,BGR,2018,Others,0.496
Canada,CAN,1965,Hydro,117.123
Canada,CAN,1965,Solar,0
Canada,CAN,1965,Wind,0
Canada,CAN,1965,Others,0
Canada,CAN,1966,Hydro,128.821
Canada,CAN,1966,Solar,0
Canada,CAN,1966,Wind,0
Canada,CAN,1966,Others,0
Canada,CAN,1967,Hydro,133.126
Canada,CAN,1967,Solar,0
Canada,CAN,1967,Wind,0
Canada,CAN,1967,Others,0
Canada,CAN,1968,Hydro,136.321
Canada,CAN,1968,Solar,0
Canada,CAN,1968,Wind,0
Canada,CAN,1968,Others,0
Canada,CAN,1969,Hydro,148.227
Canada,CAN,1969,Solar,0
Canada,CAN,1969,Wind,0
Canada,CAN,1969,Others,0
Canada,CAN,1970,Hydro,155.324
Canada,CAN,1970,Solar,0
Canada,CAN,1970,Wind,0
Canada,CAN,1970,Others,0
Canada,CAN,1971,Hydro,157.03
Canada,CAN,1971,Solar,0
Canada,CAN,1971,Wind,0
Canada,CAN,1971,Others,0
Canada,CAN,1972,Hydro,171.331
Canada,CAN,1972,Solar,0
Canada,CAN,1972,Wind,0
Canada,CAN,1972,Others,0
Canada,CAN,1973,Hydro,178.831
Canada,CAN,1973,Solar,0
Canada,CAN,1973,Wind,0
Canada,CAN,1973,Others,0
Canada,CAN,1974,Hydro,197.936
Canada,CAN,1974,Solar,0
Canada,CAN,1974,Wind,0
Canada,CAN,1974,Others,0
Canada,CAN,1975,Hydro,195.037
Canada,CAN,1975,Solar,0
Canada,CAN,1975,Wind,0
Canada,CAN,1975,Others,0
Canada,CAN,1976,Hydro,202.833
Canada,CAN,1976,Solar,0
Canada,CAN,1976,Wind,0
Canada,CAN,1976,Others,0.707
Canada,CAN,1977,Hydro,198.564
Canada,CAN,1977,Solar,0
Canada,CAN,1977,Wind,0
Canada,CAN,1977,Others,1.069
Canada,CAN,1978,Hydro,217.001
Canada,CAN,1978,Solar,0
Canada,CAN,1978,Wind,0
Canada,CAN,1978,Others,1.132
Canada,CAN,1979,Hydro,212.622
Canada,CAN,1979,Solar,0
Canada,CAN,1979,Wind,0
Canada,CAN,1979,Others,1.345
Canada,CAN,1980,Hydro,222.512
Canada,CAN,1980,Solar,0
Canada,CAN,1980,Wind,0
Canada,CAN,1980,Others,1.3
Canada,CAN,1981,Hydro,225.058
Canada,CAN,1981,Solar,0
Canada,CAN,1981,Wind,0
Canada,CAN,1981,Others,1.898
Canada,CAN,1982,Hydro,257.907
Canada,CAN,1982,Solar,0
Canada,CAN,1982,Wind,0
Canada,CAN,1982,Others,2.139
Canada,CAN,1983,Hydro,266.07
Canada,CAN,1983,Solar,0
Canada,CAN,1983,Wind,0
Canada,CAN,1983,Others,2.085
Canada,CAN,1984,Hydro,286.249
Canada,CAN,1984,Solar,0
Canada,CAN,1984,Wind,0
Canada,CAN,1984,Others,2.337
Canada,CAN,1985,Hydro,303.701
Canada,CAN,1985,Solar,0
Canada,CAN,1985,Wind,0.001
Canada,CAN,1985,Others,1.677
Canada,CAN,1986,Hydro,310.693
Canada,CAN,1986,Solar,0
Canada,CAN,1986,Wind,0.001
Canada,CAN,1986,Others,1.865
Canada,CAN,1987,Hydro,316.267
Canada,CAN,1987,Solar,0
Canada,CAN,1987,Wind,0.001
Canada,CAN,1987,Others,2.312
Canada,CAN,1988,Hydro,307.494
Canada,CAN,1988,Solar,0
Canada,CAN,1988,Wind,0.001
Canada,CAN,1988,Others,2.485
Canada,CAN,1989,Hydro,290.45
Canada,CAN,1989,Solar,0
Canada,CAN,1989,Wind,0.001
Canada,CAN,1989,Others,3.477
Canada,CAN,1990,Hydro,295.683
Canada,CAN,1990,Solar,0
Canada,CAN,1990,Wind,0.002
Canada,CAN,1990,Others,3.954
Canada,CAN,1991,Hydro,307.276
Canada,CAN,1991,Solar,0
Canada,CAN,1991,Wind,0.002
Canada,CAN,1991,Others,3.984
Canada,CAN,1992,Hydro,315.175
Canada,CAN,1992,Solar,0.002
Canada,CAN,1992,Wind,0.059
Canada,CAN,1992,Others,4.465
Canada,CAN,1993,Hydro,322.214
Canada,CAN,1993,Solar,0.002
Canada,CAN,1993,Wind,0.059
Canada,CAN,1993,Others,4.817
Canada,CAN,1994,Hydro,327.856
Canada,CAN,1994,Solar,0.002
Canada,CAN,1994,Wind,0.059
Canada,CAN,1994,Others,5.733
Canada,CAN,1995,Hydro,334.06
Canada,CAN,1995,Solar,0.004
Canada,CAN,1995,Wind,0.059
Canada,CAN,1995,Others,7.138
Canada,CAN,1996,Hydro,354.592
Canada,CAN,1996,Solar,0.006
Canada,CAN,1996,Wind,0.062
Canada,CAN,1996,Others,7.529
Canada,CAN,1997,Hydro,348.68
Canada,CAN,1997,Solar,0.007
Canada,CAN,1997,Wind,0.062
Canada,CAN,1997,Others,8.168
Canada,CAN,1998,Hydro,330.87
Canada,CAN,1998,Solar,0.01
Canada,CAN,1998,Wind,0.062
Canada,CAN,1998,Others,8.987
Canada,CAN,1999,Hydro,345.001
Canada,CAN,1999,Solar,0.013
Canada,CAN,1999,Wind,0.162
Canada,CAN,1999,Others,8.943
Canada,CAN,2000,Hydro,356.76
Canada,CAN,2000,Solar,0.016
Canada,CAN,2000,Wind,0.264
Canada,CAN,2000,Others,8.917
Canada,CAN,2001,Hydro,331.521
Canada,CAN,2001,Solar,0.02
Canada,CAN,2001,Wind,0.329
Canada,CAN,2001,Others,9.672
Canada,CAN,2002,Hydro,349.275
Canada,CAN,2002,Solar,0.023
Canada,CAN,2002,Wind,0.405
Canada,CAN,2002,Others,10.046
Canada,CAN,2003,Hydro,336.139
Canada,CAN,2003,Solar,0.023
Canada,CAN,2003,Wind,0.69
Canada,CAN,2003,Others,9.417
Canada,CAN,2004,Hydro,338.398
Canada,CAN,2004,Solar,0.014
Canada,CAN,2004,Wind,0.945
Canada,CAN,2004,Others,9.805
Canada,CAN,2005,Hydro,361.956
Canada,CAN,2005,Solar,0.018
Canada,CAN,2005,Wind,1.552
Canada,CAN,2005,Others,9.154
Canada,CAN,2006,Hydro,352.887
Canada,CAN,2006,Solar,0.023
Canada,CAN,2006,Wind,2.448
Canada,CAN,2006,Others,8.938
Canada,CAN,2007,Hydro,367.621
Canada,CAN,2007,Solar,0.029
Canada,CAN,2007,Wind,2.977
Canada,CAN,2007,Others,8.991
Canada,CAN,2008,Hydro,377.488
Canada,CAN,2008,Solar,0.035
Canada,CAN,2008,Wind,3.751
Canada,CAN,2008,Others,7.978
Canada,CAN,2009,Hydro,368.687
Canada,CAN,2009,Solar,0.109
Canada,CAN,2009,Wind,6.575
Canada,CAN,2009,Others,8.941
Canada,CAN,2010,Hydro,351.385
Canada,CAN,2010,Solar,0.254
Canada,CAN,2010,Wind,8.637
Canada,CAN,2010,Others,10.297
Canada,CAN,2011,Hydro,375.724
Canada,CAN,2011,Solar,0.572
Canada,CAN,2011,Wind,10.188
Canada,CAN,2011,Others,10.214
Canada,CAN,2012,Hydro,380.267
Canada,CAN,2012,Solar,0.881
Canada,CAN,2012,Wind,11.31
Canada,CAN,2012,Others,10.914
Canada,CAN,2013,Hydro,391.789
Canada,CAN,2013,Solar,1.499
Canada,CAN,2013,Wind,17.963
Canada,CAN,2013,Others,11.035
Canada,CAN,2014,Hydro,382.501
Canada,CAN,2014,Solar,2.12
Canada,CAN,2014,Wind,22.538
Canada,CAN,2014,Others,9.147
Canada,CAN,2015,Hydro,382.193
Canada,CAN,2015,Solar,2.895
Canada,CAN,2015,Wind,26.966
Canada,CAN,2015,Others,7.536
Canada,CAN,2016,Hydro,387.169
Canada,CAN,2016,Solar,3.031
Canada,CAN,2016,Wind,29.179
Canada,CAN,2016,Others,9.677
Canada,CAN,2017,Hydro,396.502
Canada,CAN,2017,Solar,3.292
Canada,CAN,2017,Wind,29.066
Canada,CAN,2017,Others,9.725
Canada,CAN,2018,Hydro,387.251
Canada,CAN,2018,Solar,3.546
Canada,CAN,2018,Wind,32.17
Canada,CAN,2018,Others,9.589
Chile,CHL,1965,Hydro,3.955
Chile,CHL,1965,Solar,0
Chile,CHL,1965,Wind,0
Chile,CHL,1965,Others,0
Chile,CHL,1966,Hydro,4.163
Chile,CHL,1966,Solar,0
Chile,CHL,1966,Wind,0
Chile,CHL,1966,Others,0
Chile,CHL,1967,Hydro,4.256
Chile,CHL,1967,Solar,0
Chile,CHL,1967,Wind,0
Chile,CHL,1967,Others,0
Chile,CHL,1968,Hydro,3.571
Chile,CHL,1968,Solar,0
Chile,CHL,1968,Wind,0
Chile,CHL,1968,Others,0
Chile,CHL,1969,Hydro,4.026
Chile,CHL,1969,Solar,0
Chile,CHL,1969,Wind,0
Chile,CHL,1969,Others,0
Chile,CHL,1970,Hydro,4.304
Chile,CHL,1970,Solar,0
Chile,CHL,1970,Wind,0
Chile,CHL,1970,Others,0
Chile,CHL,1971,Hydro,4.397
Chile,CHL,1971,Solar,0
Chile,CHL,1971,Wind,0
Chile,CHL,1971,Others,0.066
Chile,CHL,1972,Hydro,5.224
Chile,CHL,1972,Solar,0
Chile,CHL,1972,Wind,0
Chile,CHL,1972,Others,0.057
Chile,CHL,1973,Hydro,5.317
Chile,CHL,1973,Solar,0
Chile,CHL,1973,Wind,0
Chile,CHL,1973,Others,0.051
Chile,CHL,1974,Hydro,6.046
Chile,CHL,1974,Solar,0
Chile,CHL,1974,Wind,0
Chile,CHL,1974,Others,0.046
Chile,CHL,1975,Hydro,6.139
Chile,CHL,1975,Solar,0
Chile,CHL,1975,Wind,0
Chile,CHL,1975,Others,0.051
Chile,CHL,1976,Hydro,6.236
Chile,CHL,1976,Solar,0
Chile,CHL,1976,Wind,0
Chile,CHL,1976,Others,0.073
Chile,CHL,1977,Hydro,6.501
Chile,CHL,1977,Solar,0
Chile,CHL,1977,Wind,0
Chile,CHL,1977,Others,0.08
Chile,CHL,1978,Hydro,6.828
Chile,CHL,1978,Solar,0
Chile,CHL,1978,Wind,0
Chile,CHL,1978,Others,0.091
Chile,CHL,1979,Hydro,6.943
Chile,CHL,1979,Solar,0
Chile,CHL,1979,Wind,0
Chile,CHL,1979,Others,0.094
Chile,CHL,1980,Hydro,7.341
Chile,CHL,1980,Solar,0
Chile,CHL,1980,Wind,0
Chile,CHL,1980,Others,0.105
Chile,CHL,1981,Hydro,7.593
Chile,CHL,1981,Solar,0
Chile,CHL,1981,Wind,0
Chile,CHL,1981,Others,0.11
Chile,CHL,1982,Hydro,8.454
Chile,CHL,1982,Solar,0
Chile,CHL,1982,Wind,0
Chile,CHL,1982,Others,0.137
Chile,CHL,1983,Hydro,8.932
Chile,CHL,1983,Solar,0
Chile,CHL,1983,Wind,0
Chile,CHL,1983,Others,0.208
Chile,CHL,1984,Hydro,9.338
Chile,CHL,1984,Solar,0
Chile,CHL,1984,Wind,0
Chile,CHL,1984,Others,0.201
Chile,CHL,1985,Hydro,11.07
Chile,CHL,1985,Solar,0
Chile,CHL,1985,Wind,0
Chile,CHL,1985,Others,0.195
Chile,CHL,1986,Hydro,11.83
Chile,CHL,1986,Solar,0
Chile,CHL,1986,Wind,0
Chile,CHL,1986,Others,0.28
Chile,CHL,1987,Hydro,12.823
Chile,CHL,1987,Solar,0
Chile,CHL,1987,Wind,0
Chile,CHL,1987,Others,0.271
Chile,CHL,1988,Hydro,12.558
Chile,CHL,1988,Solar,0
Chile,CHL,1988,Wind,0
Chile,CHL,1988,Others,0.327
Chile,CHL,1989,Hydro,10.543
