Country,Country_Code,Year,Hydro_TW,Solar_TW,Wind_TW,Other_TW,Total_TW,Population
Algeria,DZA,1965,0.3933266,0,0,0,0.3933266,12550885
Algeria,DZA,1966,0.3623908,0,0,0,0.3623908,12902627
Algeria,DZA,1967,0.4065848,0,0,0,0.4065848,13275026
Algeria,DZA,1968,0.5568444,0,0,0,0.5568444,13663583
Algeria,DZA,1969,0.3623908,0,0,0,0.3623908,14061722
Algeria,DZA,1970,0.5833608,0,0,0,0.5833608,14464985
Algeria,DZA,1971,0.3270356,0,0,0,0.3270356,14872250
Algeria,DZA,1972,0.4993922,0,0,0,0.4993922,15285990
Algeria,DZA,1973,0.7557174,0,0,0,0.7557174,15709825
Algeria,DZA,1974,0.4993922,0,0,0,0.4993922,16149025
Algeria,DZA,1975,0.3270356,0,0,0,0.3270356,16607707
Algeria,DZA,1976,0.3844878,0,0,0,0.3844878,17085801
Algeria,DZA,1977,0.2695834,0,0,0,0.2695834,17582904
Algeria,DZA,1978,0.2563252,0,0,0,0.2563252,18102266
Algeria,DZA,1979,0.2916804,0,0,0,0.2916804,18647815
Algeria,DZA,1980,0.2563252,0,0,0,0.2563252,19221665
Algeria,DZA,1981,0.3623908,0,0,0,0.3623908,19824301
Algeria,DZA,1982,0.4772952,0,0,0,0.4772952,20452902
Algeria,DZA,1983,0.2342282,0,0,0,0.2342282,21101875
Algeria,DZA,1984,0.4551982,0,0,0,0.4551982,21763575
Algeria,DZA,1985,0.646,0,0,0,0.646,22431502
Algeria,DZA,1986,0.25,0,0,0,0.25,23102389
Algeria,DZA,1987,0.499,0,0,0,0.499,23774284
Algeria,DZA,1988,0.183,0,0,0,0.183,24443467
Algeria,DZA,1989,0.226,0,0,0,0.226,25106190
Algeria,DZA,1990,0.135,0,0,0,0.135,25758869
Algeria,DZA,1991,0.293,0,0,0,0.293,26400479
Algeria,DZA,1992,0.199,0,0,0,0.199,27028326
Algeria,DZA,1993,0.353,0,0,0,0.353,27635515
Algeria,DZA,1994,0.166,0,0,0,0.166,28213774
Algeria,DZA,1995,0.193,0,0,0,0.193,28757785
Algeria,DZA,1996,0.135,0,0,0,0.135,29266405
Algeria,DZA,1997,0.075,0,0,0,0.075,29742979
Algeria,DZA,1998,0.215,0,0,0,0.215,30192754
Algeria,DZA,1999,0.203,0,0,0,0.203,30623406
Algeria,DZA,2000,0.054,0,0,0,0.054,31042235
Algeria,DZA,2001,0.069,0,0,0,0.069,31451514
Algeria,DZA,2002,0.057,0,0,0,0.057,31855109
Algeria,DZA,2003,0.265,0,0,0,0.265,32264157
Algeria,DZA,2004,0.251,0,0,0,0.251,32692163
Algeria,DZA,2005,0.5553,0,0,0,0.5553,33149724
Algeria,DZA,2006,0.2176,0,0,0,0.2176,33641002
Algeria,DZA,2007,0.226,0,0,0,0.226,34166972
Algeria,DZA,2008,0.283,0,0,0,0.283,34730608
Algeria,DZA,2009,0.342,0,0,0,0.342,35333881
Algeria,DZA,2010,0.173,0.0091,0,0,0.18209999999999998,35977455
Algeria,DZA,2011,0.378,0.01811875,0,0,0.39611875,36661444
Algeria,DZA,2012,0.389,0.0267230136986301,0,0,0.41572301369863013,37383887
Algeria,DZA,2013,0.099,0.0286,0,0,0.1276,38140132
Algeria,DZA,2014,0.193,0.06,0.001,0,0.254,38923687
Algeria,DZA,2015,0.145,0.058,0.019,0,0.222,39728025
Algeria,DZA,2016,0.072,0.245,0.0190520547945205,0,0.3360520547945205,40551404
Algeria,DZA,2017,0.056,0.504,0.019,0,0.579,41389198
Algeria,DZA,2018,0.117,0.603,0.01,0,0.73,42228429
Argentina,ARG,1965,1.2109156,0,0,0,1.2109156,22159650
Argentina,ARG,1966,1.2285932,0,0,0,1.2285932,22494035
Argentina,ARG,1967,1.2551096,0,0,0,1.2551096,22828869
Argentina,ARG,1968,1.480499,0,0,0,1.480499,23168267
Argentina,ARG,1969,1.32582,0,0,0,1.32582,23517611
Argentina,ARG,1970,1.5158542,0,0,0.0475409912536443,1.5633951912536441,23880561
Argentina,ARG,1971,1.524693,0,0,0.0498646137026239,1.574557613702624,24259561
Argentina,ARG,1972,1.4849184,0,0,0.0643531519274376,1.5492715519274376,24653175
Argentina,ARG,1973,2.960998,0,0,0.0490424344023324,3.0100404344023324,25056478
Argentina,ARG,1974,4.971825,0,0,0.0500676714285714,5.021892671428572,25462302
Argentina,ARG,1975,5.1353428,0,0,0.054922641509434,5.1902654415094345,25865776
Argentina,ARG,1976,4.9408892,0,0,0.0502027915451895,4.99109199154519,26264681
Argentina,ARG,1977,5.7054454,0,0,0.0538551078167116,5.759300507816712,26661398
Argentina,ARG,1978,7.6632396,0,0,0.0541366620879121,7.717376262087912,27061047
Argentina,ARG,1979,10.5358496,0,0,0.0843937633928571,10.620243363392857,27471036
Argentina,ARG,1980,14.9729272,0,0,0.0862515679442509,15.059178767944251,27896528
Argentina,ARG,1981,14.5000514,0,0,0.0747225,14.5747739,28338515
Argentina,ARG,1982,17.4964046,0,0,0.095912465437788,17.59231706543779,28794548
Argentina,ARG,1983,18.207928,0,0,0.137314784053156,18.345242784053156,29262047
Argentina,ARG,1984,19.6486524,0,0,0.0973927918118467,19.746045191811845,29737093
Argentina,ARG,1985,20.6562756,0,0,0.103321614285714,20.759597214285716,30216279
Argentina,ARG,1986,21.0085052,0,0,0.107078920807453,21.11558412080745,30698964
Argentina,ARG,1987,21.8132882,0,0,0.108156823308271,21.92144502330827,31184415
Argentina,ARG,1988,15.5497744,0,0,0.121116047351525,15.670890447351525,31668949
Argentina,ARG,1989,12.9769104,0,0,0.119376907894737,13.096287307894736,32148134
Argentina,ARG,1990,17.9031534,0,0,0.106763283730159,18.00991668373016,32618651
Argentina,ARG,1991,16.1993292,0,0,0.0996004043126685,16.29892960431267,33079000
Argentina,ARG,1992,19.7790505050503,0,0,0.101865494505494,19.880915999555793,33529326
Argentina,ARG,1993,23.5554747474745,0,0,0.107438402777778,23.662913150252276,33970111
Argentina,ARG,1994,27.9727878787875,0,0,0.119290037593985,28.092077916381484,34402672
Argentina,ARG,1995,28.4581212121209,0,0,0.115592457298137,28.57371366941904,34828170
Argentina,ARG,1996,25.9451818181815,0,0.009618,0.351397492063492,26.30619731024499,35246374
Argentina,ARG,1997,33.0299595959592,0,0.014592,0.44563205,33.4901836459592,35657429
Argentina,ARG,1998,32.4217878787875,1.7e-5,0.032541,0.463881203007519,32.91822708179502,36063459
Argentina,ARG,1999,26.5300707070704,2.6e-5,0.034781,0.650455142857143,27.215332849927545,36467218
Argentina,ARG,2000,34.0340101010097,3.6e-5,0.034758,0.67501431010453,34.743818411114226,36870787
Argentina,ARG,2001,41.9032626262621,4.3e-5,0.049361,0.609325850253807,42.561992476515904,37275652
Argentina,ARG,2002,41.46705050505,4.7e-5,0.073405,0.850248637873754,42.390751142923754,37681749
Argentina,ARG,2003,39.0800808080803,6.5e-5,0.077954,1.01407985835694,40.17217966643724,38087868
Argentina,ARG,2004,35.4028787878784,7e-5,0.072446,0.900295090287307,36.37568987816571,38491972
Argentina,ARG,2005,39.3500909090905,8.1e-5,0.071719665,1.07407290085825,40.49596447494875,38892931
Argentina,ARG,2006,43.624,9e-5,0.06964,1.56741031456089,45.26114031456089,39289878
Argentina,ARG,2007,37.741,1.089e-4,0.061593,1.57570869577978,39.378410595779776,39684295
Argentina,ARG,2008,37.199,1.437e-4,0.041951078,1.69353638367225,38.93463116167225,40080160
Argentina,ARG,2009,40.783,7.6084e-5,0.0368315286,1.72875616184549,42.548663774445494,40482788
Argentina,ARG,2010,40.543,8.589e-5,0.0253516062,2.01325481034589,42.58169230654589,40788453
Argentina,ARG,2011,39.641,0.001614,0.02659055,2.19020582803824,41.85941037803824,41261490
Argentina,ARG,2012,36.876,0.0081729668,0.369861999333,2.4538216104798,39.7078565766128,41733271
Argentina,ARG,2013,40.7,0.015074079,0.453354876,2.45735005010909,43.625779005109095,42202935
Argentina,ARG,2014,40.864,0.015944,0.619491,2.30202525205827,43.80146025205827,42669500
Argentina,ARG,2015,41.7709,0.014683,0.593334963,2.37825859784431,44.75717656084431,43131966
Argentina,ARG,2016,38.2543932713468,0.014273,0.547359,1.96340864256076,40.77943391390756,43590368
Argentina,ARG,2017,41.5429785772894,0.016417,0.611567,2.38365450770783,44.554617084997226,44044811
Argentina,ARG,2018,41.6494545898936,0.108128528,1.412699784,2.29693941005605,45.46722231194965,44494502
Australia,AUS,1965,7.689756,0,0,0.296,7.985756,11388000
Australia,AUS,1966,7.3450428,0,0,0.284,7.6290428,11651000
Australia,AUS,1967,7.6057874,0,0,0.29,7.8957874,11799000
Australia,AUS,1968,7.9505006,0,0,0.282,8.2325006,12009000
Australia,AUS,1969,8.684121,0,0,0.281,8.965121,12263000
Australia,AUS,1970,10.170687,0,0,0.261,10.431686999999998,12507000
Australia,AUS,1971,11.5074428,0,0,0.263,11.7704428,12937000
Australia,AUS,1972,11.5533144,0,0,0.28,11.833314399999999,13177000
Australia,AUS,1973,12.2858392,0,0,0.338,12.623839199999999,13380000
Australia,AUS,1974,13.8739202,0,0,0.429,14.3029202,13723000
Australia,AUS,1975,14.8878016,0,0,0.489,15.3768016,13893000
Australia,AUS,1976,14.1538588,0,0,0.484,14.6378588,14033000
Australia,AUS,1977,13.5439502,0,0,0.429,13.9729502,14192000
Australia,AUS,1978,14.6753494,0,0,0.405,15.0803494,14358000
Australia,AUS,1979,14.2460556,0,0,0.418,14.6640556,14514000
Australia,AUS,1980,13.4665978,0,0,0.385,13.8515978,14692000
Australia,AUS,1981,13.8663438,0,0,0.404,14.2703438,14927000
Australia,AUS,1982,12.770334,0,0,0.516,13.286334,15178000
Australia,AUS,1983,12.123648,0,0,0.431,12.554647999999998,15369000
Australia,AUS,1984,13.1259488,0,0,0.441,13.5669488,15544000
Australia,AUS,1985,13.9405106,0,0,0.456,14.3965106,15758000
Australia,AUS,1986,14.0257988,0,0,0.46,14.485798800000001,16018400
Australia,AUS,1987,13.613796,0,0,0.47,14.083796000000001,16263900
Australia,AUS,1988,14.3344436,0,0,0.731,15.0654436,16532200
Australia,AUS,1989,14.253669,0,0,0.81,15.063669,16814400
Australia,AUS,1990,14.7595,0,0,0.7595,15.518999999999998,17065100
Australia,AUS,1991,15.6535,0.00545,0,0.7195,16.37845,17284000
Australia,AUS,1992,15.9415,0.0121,0,0.67,16.6236,17495000
Australia,AUS,1993,16.387,0.0146,0.002,0.67,17.0736,17667000
Australia,AUS,1994,16.15,0.0174,0.0055,0.6965,16.8694,17855000
Australia,AUS,1995,15.631,0.02115,0.007,0.8255,16.48465,18072000
Australia,AUS,1996,15.9685,0.0256,0.007,0.9465,16.9476,18311000
Australia,AUS,1997,15.9525,0.03065,0.0075,0.997,16.987650000000002,18517000
Australia,AUS,1998,15.798,0.0356,0.018,1.081,16.9326,18711000
Australia,AUS,1999,16.2815,0.0406,0.043,1.1335,17.4986,18926000
Australia,AUS,2000,16.4665,0.04675,0.134,0.8895,17.53675,19153000
Australia,AUS,2001,16.1235,0.05415,0.287,0.7975,17.26215,19413000
Australia,AUS,2002,16.095,0.0583,0.53355,1.2668,17.95365,19651400
Australia,AUS,2003,16.21055,0.0632,0.70405,1.6918,18.669600000000003,19895400
Australia,AUS,2004,15.68665,0.07295,0.795,2.81525,19.36985,20127400
Australia,AUS,2005,15.4657,0.08405,1.29905,3.871,20.7198,20394800
Australia,AUS,2006,14.9451,0.0975,2.1621,3.9325,21.1372,20697900
Australia,AUS,2007,13.04895,0.11375,2.8521,4.275,20.2898,20827600
Australia,AUS,2008,11.81515,0.1392,3.45845,3.6961,19.1089,21249200
Australia,AUS,2009,12.64205,0.290242030082166,4.43775,2.7868,20.156842030082167,21691700
Australia,AUS,2010,13.746,0.977648279820896,4.985,2.44155,22.150198279820895,22031750
Australia,AUS,2011,19.634,2.0445465700988,6.432,2.57395,30.6844965700988,22340024
Australia,AUS,2012,17.083,2.412,7.725,3.09785,30.31785,22733465
Australia,AUS,2013,19.144,3.8474,9.259,3.33165,35.582049999999995,23128129
Australia,AUS,2014,14.532,4.952,9.777,3.546362,32.807362,23475686
Australia,AUS,2015,13.949,5.958,11.802,3.6914715,35.4004715,23815995
Australia,AUS,2016,17.683967,7.474595,13.026391,3.648006,41.832959,24190907
Australia,AUS,2017,13.534527,8.95511,13.19393,3.543324,39.226891,24601860
Australia,AUS,2018,17.26791,12.081099,16.266484,3.539346,49.154838999999996,24982688
Austria,AUT,1965,16.083,0,0,0,16.083,7270889
Austria,AUT,1966,17.331,0,0,0,17.331,7322066
Austria,AUT,1967,17.698,0,0,0,17.698,7376998
Austria,AUT,1968,18.185,0,0,0,18.185,7415403
Austria,AUT,1969,16.718,0,0,0,16.718,7441055
Austria,AUT,1970,21.2897,0,0,0,21.2897,7467086
Austria,AUT,1971,16.8201,0,0,0,16.8201,7500482
Austria,AUT,1972,17.2876,0,0,0,17.2876,7544201
Austria,AUT,1973,19.2092,0,0,0,19.2092,7586115
Austria,AUT,1974,22.7122,0,0,0,22.7122,7599038
Austria,AUT,1975,23.7952,0,0,0,23.7952,7578903
Austria,AUT,1976,20.5656,0,0,0,20.5656,7565525
Austria,AUT,1977,24.9208,0,0,0,24.9208,7568430
Austria,AUT,1978,24.9408,0,0,0,24.9408,7562305
Austria,AUT,1979,28.096800000000002,0,0,0,28.096800000000002,7549425
Austria,AUT,1980,29.1099,0,0,0,29.1099,7549433
Austria,AUT,1981,30.8473,0,0,0,30.8473,7568710
Austria,AUT,1982,30.8963,0,0,0,30.8963,7574140
Austria,AUT,1983,30.6063,0,0,0,30.6063,7561910
Austria,AUT,1984,26.849564,0,0,0,26.849564,7561434
Austria,AUT,1985,30.775146,0,0,0,30.775146,7564985
Austria,AUT,1986,30.903927,0,0,1.287501,32.191428,7569794
Austria,AUT,1987,35.387991,0,0,0.905816,36.293807,7574586
Austria,AUT,1988,35.304088,0,0,1.04696,36.351048,7585317
Austria,AUT,1989,35.08243,0,0,1.10445,36.18688,7619567
Austria,AUT,1990,31.509,0,0,1.142485,32.651485,7677850
Austria,AUT,1991,31.4434,0,0,1.225832,32.669232,7754891
Austria,AUT,1992,34.8484,0,0,1.32916399999989,36.17756399999989,7840709
Austria,AUT,1993,36.705556,0.001,0,1.361111,38.067667,7905633
Austria,AUT,1994,35.7075,0.001,0,1.210555,36.919055,7936118
Austria,AUT,1995,37.067222,0.001,0.001,1.857221,38.926443,7948278
Austria,AUT,1996,34.216111,0.001,0.005,1.589444,35.811555,7959017
Austria,AUT,1997,36.105278,0.002,0.02,1.711389,37.838667,7968041
Austria,AUT,1998,37.163333,0.002,0.045,1.842777,39.053110000000004,7976789
Austria,AUT,1999,40.6991208,0.002,0.051,1.59691181888152,42.34903261888152,7992324
Austria,AUT,2000,41.83565055045,0.003,0.067,1.52827932,43.43392987045,8011566
Austria,AUT,2001,40.4554816503302,0.005,0.172,1.667812,42.3002936503302,8042293
Austria,AUT,2002,40.2270028091333,0.009,0.203,1.520444,41.959446809133304,8081957
Austria,AUT,2003,33.214992039975,0.015,0.366,1.711921,35.307913039975,8121423
Austria,AUT,2004,36.762283,0.018,0.924,2.05973,39.764013,8171966
Austria,AUT,2005,37.0951383370445,0.021018375,1.3312767567448,2.43715433867822,40.884587807467526,8227829
Austria,AUT,2006,35.6560847696384,0.022386875,1.75279298367607,3.23750255635424,40.66876718466871,8268641
Austria,AUT,2007,37.0544528638766,0.024238375,2.03718492749374,4.06160691149705,43.177483077867386,8295487
Austria,AUT,2008,38.3294910423621,0.03011991,2.01125740868278,4.30230414102499,44.67317250206987,8321496
Austria,AUT,2009,40.8963033646974,0.04891428,1.95404016813174,4.27798216739992,47.17723998022906,8343323
Austria,AUT,2010,38.3634182926813,0.08881314,2.06391373604185,4.46343008098254,44.97957524970569,8363404
Austria,AUT,2011,34.2390835141601,0.17406996,1.93623636014216,4.51675200916291,40.86614184346517,8391643
Austria,AUT,2012,43.8041046884235,0.33748305,2.46202901904667,4.60803650070558,51.21165325817575,8429991
Austria,AUT,2013,42.0465272976832,0.625974,3.15323156246948,4.58428170879082,50.410014568943495,8479823
Austria,AUT,2014,41.0102593673497,0.785246,3.84576803451967,4.33629619571349,49.97756959758286,8546356
Austria,AUT,2015,37.055528375898,0.937098,4.84034310174837,4.5035465270659,47.33651600471227,8642699
Austria,AUT,2016,39.8447161470418,1.096016,5.23234876527959,4.69122703886075,50.86430795118214,8736668
Austria,AUT,2017,38.369829,1.268971,6.57449895642146,4.64093243274789,50.85423138916936,8797566
Austria,AUT,2018,37.5278128725146,1.57864147260729,5.90001471324576,4.76325212890666,49.769721187274314,8840521
Azerbaijan,AZE,1985,1.3125618,0,0,0,1.3125618,6666447
Azerbaijan,AZE,1986,0.8043308,0,0,0,0.8043308,6778624
Azerbaijan,AZE,1987,0.8043308,0,0,0,0.8043308,6893489
Azerbaijan,AZE,1988,0.6982652,0,0,0,0.6982652,7010027
Azerbaijan,AZE,1989,0.6982652,0,0,0,0.6982652,7126881
Azerbaijan,AZE,1990,1.658,0,0,0,1.658,7159000
Azerbaijan,AZE,1991,1.7593,0,0,0,1.7593,7271000
Azerbaijan,AZE,1992,1.7473,0,0,0,1.7473,7382000
Azerbaijan,AZE,1993,2.426,0,0,0,2.426,7495000
Azerbaijan,AZE,1994,1.83,0,0,0,1.83,7597000
Azerbaijan,AZE,1995,1.556,0,0,0,1.556,7685000
Azerbaijan,AZE,1996,1.537,0,0,0,1.537,7763000
Azerbaijan,AZE,1997,1.712,0,0,0,1.712,7838250
Azerbaijan,AZE,1998,1.951,0,0,0,1.951,7913000
Azerbaijan,AZE,1999,1.506,0,0,0,1.506,7982750
Azerbaijan,AZE,2000,1.534,0,0,0,1.534,8048600
Azerbaijan,AZE,2001,1.301,0,0,0,1.301,8111200
Azerbaijan,AZE,2002,2.02,0,0,0,2.02,8171950
Azerbaijan,AZE,2003,2.47,0,0,0,2.47,8234100
Azerbaijan,AZE,2004,2.755,0,0,0,2.755,8306500
Azerbaijan,AZE,2005,3.0094,0,0,0,3.0094,8391850
Azerbaijan,AZE,2006,2.518,0,0,0,2.518,8484550
Azerbaijan,AZE,2007,2.364,0,0,0,2.364,8581300
Azerbaijan,AZE,2008,2.232,0,0,0,2.232,8763400
Azerbaijan,AZE,2009,2.3084,0,0.0021,0,2.3104999999999998,8947243
Azerbaijan,AZE,2010,3.4463,0,5e-4,0,3.4468,9054332
Azerbaijan,AZE,2011,2.6758,0,0,0,2.6758,9173082
Azerbaijan,AZE,2012,1.821,0,0,0,1.821,9295784
Azerbaijan,AZE,2013,1.4891,8e-4,8e-4,0.067,1.5577,9416801
Azerbaijan,AZE,2014,1.2997,0.0029,0.0023,0.087,1.3919000000000001,9535079
Azerbaijan,AZE,2015,1.6375,0.0046,0.0046,0.0909,1.7376,9649341
Azerbaijan,AZE,2016,1.9593,0.0353,0.0228,0.08725,2.10465,9757812
Azerbaijan,AZE,2017,1.7464,0.0372,0.0221,0.08515,1.89085,9854033
Azerbaijan,AZE,2018,1.76795,0.03926,0.0822,0.0811,1.97051,9939800
Bangladesh,BGD,1965,0,0,0,0,0,55385112
Bangladesh,BGD,1966,0,0,0,0,0,57157654
Bangladesh,BGD,1967,0,0,0,0,0,59034249
Bangladesh,BGD,1968,0,0,0,0,0,60918454
Bangladesh,BGD,1969,0,0,0,0,0,62679765
Bangladesh,BGD,1970,0,0,0,0,0,64232482
Bangladesh,BGD,1971,0,0,0,0,0,65531633
Bangladesh,BGD,1972,0.175,0,0,0,0.175,66625705
Bangladesh,BGD,1973,0.331,0,0,0,0.331,67637530
Bangladesh,BGD,1974,0.243,0,0,0,0.243,68742233
Bangladesh,BGD,1975,0.436,0,0,0,0.436,70066301
Bangladesh,BGD,1976,0.494,0,0,0,0.494,71652381
Bangladesh,BGD,1977,0.437,0,0,0,0.437,73463584
Bangladesh,BGD,1978,0.506,0,0,0,0.506,75450032
Bangladesh,BGD,1979,0.587,0,0,0,0.587,77529045
Bangladesh,BGD,1980,0.583,0,0,0,0.583,79639491
Bangladesh,BGD,1981,0.625,0,0,0,0.625,81767515
Bangladesh,BGD,1982,0.523,0,0,0,0.523,83932127
Bangladesh,BGD,1983,0.662,0,0,0,0.662,86142495
Bangladesh,BGD,1984,0.897,0,0,0,0.897,88416521
Bangladesh,BGD,1985,0.739,0,0,0,0.739,90764183
Bangladesh,BGD,1986,0.45,0,0,0,0.45,93187603
Bangladesh,BGD,1987,0.517,0,0,0,0.517,95671163
Bangladesh,BGD,1988,0.675,0,0,0,0.675,98186350
Bangladesh,BGD,1989,0.92,0,0,0,0.92,100695497
Bangladesh,BGD,1990,0.884,0,0,0,0.884,103171956
Bangladesh,BGD,1991,0.838,0,0,0,0.838,105599127
Bangladesh,BGD,1992,0.796,0,0,0,0.796,107983704
Bangladesh,BGD,1993,0.608,0,0,0,0.608,110350639
Bangladesh,BGD,1994,0.847,0,0,0,0.847,112737683
Bangladesh,BGD,1995,0.372,0,0,0,0.372,115169930
Bangladesh,BGD,1996,0.739,0,0,0,0.739,117649932
Bangladesh,BGD,1997,0.719,0,0,0,0.719,120160564
Bangladesh,BGD,1998,0.865,0,0,0,0.865,122682815
Bangladesh,BGD,1999,0.833,0,0,0,0.833,125189651
Bangladesh,BGD,2000,0.749,0,0,0,0.749,127657854
Bangladesh,BGD,2001,0.993,0,0,0,0.993,130088702
Bangladesh,BGD,2002,0.749,1e-4,0,0,0.7491,132478086
Bangladesh,BGD,2003,0.749,9e-4,0,0,0.7499,134791603
Bangladesh,BGD,2004,0.749,0.0019,0,0,0.7509,136986432
Bangladesh,BGD,2005,0.749,0.0034,0,0,0.7524,139035505
Bangladesh,BGD,2006,0.749,0.0054,0.0016,0,0.756,140921167
Bangladesh,BGD,2007,0.749,0.009,0.0016,0,0.7596,142660376
Bangladesh,BGD,2008,0.95,0.0152,0.0029,0,0.9681,144304167
Bangladesh,BGD,2009,0.417,0.0251,0.0051,0.001,0.4482,145924797
Bangladesh,BGD,2010,0.729,0.0443,0.0051,0.002,0.7804,147575430
Bangladesh,BGD,2011,0.872,0.0584,0.0051,0.003,0.9385,149273778
Bangladesh,BGD,2012,0.777,0.0909,0.0051,0.004,0.877,151007807
Bangladesh,BGD,2013,0.728378728,0.1296,0.0051,0.005,0.8680787280000001,152764676
Bangladesh,BGD,2014,0.566453438,0.1676,0.0051,0.006,0.745153438,154520167
Bangladesh,BGD,2015,0.898146455,0.2044,0.0051,0.0071,1.114746455,156256276
Bangladesh,BGD,2016,0.884632595,0.2243,0.0051,0.0077,1.121732595,157970840
Bangladesh,BGD,2017,1.029528088,0.265005662519994,0.00508606557377049,0.00801992703849559,1.30763974313226,159670593
Bangladesh,BGD,2018,0.885632595,0.299208359383683,0.00508606557377049,0.00801992703849559,1.1979469469959492,161356039
Belarus,BLR,1985,0.02,0,0,0,0.02,9975000
Belarus,BLR,1986,0.02,0,0,0,0.02,10043000
Belarus,BLR,1987,0.02,0,0,0,0.02,10111000
Belarus,BLR,1988,0.02,0,0,0,0.02,10140000
Belarus,BLR,1989,0.02,0,0,0,0.02,10170000
Belarus,BLR,1990,0.02,0,0,0,0.02,10189000
Belarus,BLR,1991,0.018,0,0,0,0.018,10194000
Belarus,BLR,1992,0.017,0,0,0,0.017,10216000
Belarus,BLR,1993,0.019,0,0,0,0.019,10239000
Belarus,BLR,1994,0.019,0,0,0,0.019,10227000
Belarus,BLR,1995,0.02,0,0,0,0.02,10194000
Belarus,BLR,1996,0.016,0,0,0,0.016,10160000
Belarus,BLR,1997,0.021,0,0,0,0.021,10117000
Belarus,BLR,1998,0.028,0,0,0,0.028,10069000
Belarus,BLR,1999,0.019,0,0,0,0.019,10026738
Belarus,BLR,2000,0.027,0,0,0,0.027,9979610
Belarus,BLR,2001,0.03,0,0,0,0.03,9928549
Belarus,BLR,2002,0.029,0,0,0,0.029,9865548
Belarus,BLR,2003,0.028,0,0,0,0.028,9796749
Belarus,BLR,2004,0.033,0,0.001010101010101,0,0.034010101010101004,9730146
Belarus,BLR,2005,0.036,0,0.001,0,0.037,9663915
Belarus,BLR,2006,0.035,0,0.001,0.002,0.038000000000000006,9604924
Belarus,BLR,2007,0.035,0,0.001,0.014,0.05,9560953
Belarus,BLR,2008,0.039,0,0.001,0.033,0.073,9527985
Belarus,BLR,2009,0.045,0,0.001,0.06,0.106,9506765
Belarus,BLR,2010,0.045,0,0.001,0.084,0.13,9490583
Belarus,BLR,2011,0.042,0,0.004,0.095,0.14100000000000001,9473172
Belarus,BLR,2012,0.072,0,0.006,0.095,0.173,9464495
Belarus,BLR,2013,0.138,4e-4,0.008,0.082,0.22840000000000002,9465997
Belarus,BLR,2014,0.121,0.002,0.009,0.079,0.211,9474511
Belarus,BLR,2015,0.111,0.009,0.039,0.094,0.253,9489616
Belarus,BLR,2016,0.142,0.026,0.073,0.094,0.33499999999999996,9501534
Belarus,BLR,2017,0.405,0.089,0.097,0.106,0.6970000000000001,9498264
Belarus,BLR,2018,0.457264870240576,0.134485967503693,0.117978174603175,0.10914943089027,0.818878443237714,9483499
Belgium,BEL,1965,0.272,0,0,0,0.272,9463667
Belgium,BEL,1966,0.299,0,0,0,0.299,9527807
Belgium,BEL,1967,0.238,0,0,0,0.238,9580991
Belgium,BEL,1968,0.244,0,0,0,0.244,9618756
Belgium,BEL,1969,0.23,0,0,0,0.23,9646032
Belgium,BEL,1970,0.246,0,0,0,0.246,9655549
Belgium,BEL,1971,0.134,0,0,0,0.134,9673162
Belgium,BEL,1972,0.18,0,0,0,0.18,9711115
Belgium,BEL,1973,0.171,0,0,0.116,0.28700000000000003,9741720
Belgium,BEL,1974,0.24,0,0,0.108,0.348,9772419
Belgium,BEL,1975,0.183,0,0,0.083,0.266,9800700
Belgium,BEL,1976,0.109,0,0,0.057,0.166,9818227
Belgium,BEL,1977,0.224,0,0,0.247,0.471,9830358
Belgium,BEL,1978,0.223,0,0,0.26,0.483,9839534
Belgium,BEL,1979,0.234,0,0,0.315,0.549,9848382
Belgium,BEL,1980,0.278,0,0,0.3,0.5780000000000001,9859242
Belgium,BEL,1981,0.381,0,0,0.291,0.6719999999999999,9858982
Belgium,BEL,1982,0.333,0,0,0.046,0.379,9856303
Belgium,BEL,1983,0.336,0,0,0.022,0.35800000000000004,9855520
Belgium,BEL,1984,0.351,0,0,0.024,0.375,9855372
Belgium,BEL,1985,0.287,0,0,0.053,0.33999999999999997,9858308
Belgium,BEL,1986,0.343,0,0,0.119,0.462,9861823
Belgium,BEL,1987,0.429,0,0.006,0.142,0.577,9870234
Belgium,BEL,1988,0.359,0,0.008,0.18,0.5469999999999999,9901664
Belgium,BEL,1989,0.305,0,0.007,0.191,0.503,9937697
Belgium,BEL,1990,0.266,0,0.007,0.282,0.5549999999999999,9967379
Belgium,BEL,1991,0.229,0,0.008,0.299,0.536,10004486
Belgium,BEL,1992,0.341,0,0.009,0.267,0.617,10045158
Belgium,BEL,1993,0.254,0,0.008,0.245,0.507,10084475
Belgium,BEL,1994,0.346,0,0.009,0.245,0.6,10115603
Belgium,BEL,1995,0.338,0,0.009,0.321,0.668,10136811
Belgium,BEL,1996,0.239,0,0.008,0.314,0.5609999999999999,10156637
Belgium,BEL,1997,0.305,0,0.008,0.275,0.588,10181245
Belgium,BEL,1998,0.389,0,0.011,0.359,0.759,10203008
Belgium,BEL,1999,0.341,0,0.013,0.496,0.85,10226419
Belgium,BEL,2000,0.46,0,0.016,0.568,1.044,10251250
Belgium,BEL,2001,0.441,0,0.037,0.597,1.075,10286570
Belgium,BEL,2002,0.36,0,0.057,0.721,1.138,10332785
Belgium,BEL,2003,0.247,0,0.088,0.857,1.192,10376133
Belgium,BEL,2004,0.317,0.001,0.142,1.037,1.4969999999999999,10421137
Belgium,BEL,2005,0.288,0.001,0.227,1.59,2.106,10478617
